sentence,aspect,category,domain,type
لقد كان مستوى الوقاحة سخيفًا.,NULL,service general,restaurant,implicit
الخدمة كانت جيدة جدًا أيضًا.,الخدمة,service general,restaurant,explicit
جرب جراد البحر ترياكي و رول الورد الخاص.,جراد البحر ترياكي | رول الورد الخاص,food quality | food quality,restaurant,explicit | explicit
حاول أن تفعل كل شيء، فكل شيء جيد.,NULL,food quality,restaurant,implicit
جربها!,NULL,restaurant general,restaurant,implicit
إنهم يمتلكون كل شيء - سعر رائع، طعام، وخدمة.,NULL | طعام | خدمة,restaurant prices | food quality | service general,restaurant,implicit | explicit | explicit
ديكور الخشب الأشقر مريح للغاية، والساكي الفاخر ممتاز والخدمة رائعة.,ديكور الخشب الأشقر | الساكي الفاخر | الخدمة,ambience general | drinks quality | service general,restaurant,explicit | explicit | explicit
هذا المكان عظيم.,المكان,restaurant general,restaurant,explicit
سأعود بالتأكيد .,NULL,restaurant general,restaurant,implicit
كل ما تناولناه كان جيدًا أو مقبولًا ... ولكن بالتأكيد لم يكن شيئًا رائعًا.,NULL,food quality,restaurant,implicit
مرة أخرى، لا اعتذار، لا يوجد أي شيء آخر يمكنني أن أحضره لك، لا يمكنني أن أحضر لك مشروبًا لتعويض ذلك، لا شيء !!!!,NULL,service general,restaurant,implicit
شاهد الموهوبين الراقصات الشرقيات بينما تستمتع بالطعام اللذيذ بابا غنوج الذي يحتوي على نكهة الليمون أكثر من المدخن.,بابا غنوج | الراقصات الشرقيات,food quality | ambience general,restaurant,explicit | explicit
الخدمة كانت إلهية، المحار حيث كانت حسية كما تأتي، والسعر لا يمكن التغلب عليه! ! !,الخدمة | المحار | NULL,service general | food quality | restaurant prices,restaurant,explicit | explicit | implicit
رائعة في وقت العطلة.,NULL,restaurant miscellaneous,restaurant,implicit
إنه رائع، وكذلك القيمة.,NULL | NULL,food quality | food prices,restaurant,implicit | implicit
بشكل عام أوصي به وأود العودة مرة أخرى.,NULL,restaurant general,restaurant,implicit
لكن بشكل عام أعطيها 10,NULL,restaurant general,restaurant,implicit
أذهب لتناول الطعام في العديد من المطاعم المختلفة وهذا هو أحد الأماكن الذي يجب عليك الذهاب إليه وتجربته.,الأماكن,restaurant general,restaurant,explicit
ودود موظفين يسمحون لك بالاستمتاع بوجبتك والشركة التي أنت معها.,موظفين,service general,restaurant,explicit
من الرائع الذهاب لتناول وجبة غداء سريعة سواء بمفردك أو مع صديق.,NULL,restaurant miscellaneous,restaurant,implicit
لقد كنت محبطًا بشكل مفاجئ.,NULL,food quality,restaurant,implicit
صفر الأجواء للتمهيد.,الأجواء,ambience general,restaurant,explicit
لا ينبغي إهمال (قائمة الساكي !,قائمة الساكي,drinks style_options,restaurant,explicit
عادي جدًا طعام هندي ``، ولكن تم إعداده بشكل جيد حقًا.,طعام هندي | طعام هندي,food style_options | food quality,restaurant,explicit | explicit
هناك جانب سلبي إذا كنت تطلب من الداخل - رجال التوصيل لديهم موقف رئيسي.,رجال التوصيل,service general,restaurant,explicit
لكن الخدمة كانت بطيئة بعض الشيء.,الخدمة,service general,restaurant,explicit
أفضل ما في الأمر هو الدفء الأجواء، والمالك ودود للغاية والخدمة سريعة.,الأجواء | المالك | الخدمة,ambience general | service general | service general,restaurant,explicit | explicit | explicit
وكان الطبق الرئيسي جيد جدًا أيضًا.,الطبق الرئيسي,food quality,restaurant,explicit
أيضًا ، أنا شخصياً لم أكن من محبي البورتوبيلو والهليون المولي.,البورتوبيلو والهليون المولي,food quality,restaurant,explicit
إنه لا يبدو شهيًا لأنه مغطى بحبر الحبار ويحول شفتيك وأسنانك إلى اللون الأسود، لكن الطعم كان رائعًا.,NULL | NULL,food style_options | food quality,restaurant,implicit | implicit
أنا حقا أحب كل من المحار و الماهي ماهي (على ريزوتو الزعفران لذيذ!).,المحار | الماهي ماهي (على ريزوتو الزعفران,food quality | food quality,restaurant,explicit | explicit
جرب عروض الشيف الخاصة -- فهي لذيذة للغاية.,عروض الشيف الخاصة | عروض الشيف الخاصة,food quality | food quality,restaurant,explicit | explicit
كان هذا أول مكان تناولنا فيه الطعام في رحلتنا الأولى إلى نيويورك، وسيكون آخر مكان نتوقف فيه عندما نتجه خارج المدينة في رحلتنا التالية إلى نيويورك.,مكان,restaurant miscellaneous,restaurant,explicit
المقالي الشخصية هي الحجم المثالي لتلك الليالي الجائعة.,المقالي الشخصية,food style_options,restaurant,explicit
لقد كان فظيعا.,NULL,restaurant general,restaurant,implicit
غير ناضج للغاية الساقي، لم يكن يعرف كيفية صنع مشروبات معينة، الخدمة كانت بطيئة للغاية، الطعام لم يكن طازجًا أو دافئًا، النادلات كن مشغولات بمغازلة الرجال في البار ولم يكن منتبهات جدًا لجميع العملاء.,الساقي | الخدمة | الطعام | النادلات,service general | service general | food quality | service general,restaurant,explicit | explicit | explicit | explicit
المعكرونة رائعة، الريزوتو (وخاصة البني الداكن) رائع و الأرنب المطهو على نار هادئة مذهل.,المعكرونة | الريزوتو | البني الداكن | الأرنب المطهو على نار هادئة,food quality | food quality | food quality | food quality,restaurant,explicit | explicit | explicit | explicit
متعة مذهلة لمحبي هوت دوج من جميع الأعمار، يرجى أن تفعل لنفسك معروفًا وتفقد هذا المكان ! ! !,المكان | هوت دوج,restaurant general | food quality,restaurant,explicit | explicit
نحن نهتم جدًا بـ السوشي وكنا سعداء بكل خيار بما في ذلك: مزيج السيفيتشي (خاص)، زلابية السلطعون، الساشيمي المتنوع، السوشي و اللفائف، نوعان من الساكي، و تمبورا الموز.,السوشي | مزيج السيفيتشي (خاص | زلابية السلطعون | الساشيمي المتنوع | السوشي | اللفائف | نوعان من الساكي | تمبورا الموز,food quality | food quality | food quality | food quality | food quality | food quality | drinks quality | food quality,restaurant,explicit | explicit | explicit | explicit | explicit | explicit | explicit | explicit
حسنًا، هذا (المكان) يبدو كحي فقير للغاية، إنه ليس مضحكًا على الإطلاق.,المكان | المكان,ambience general | ambience general,restaurant,explicit | explicit
لقد أنهينا تجربتنا الرائعة بتناول جولاب جامون (حلوى) التي أوصى بها النادل.,جولاب جامون (حلوى,food quality,restaurant,explicit
طعام جيد: المفضل لدي هو السباغيتي البحرية.,طعام | السباغيتي البحرية,food quality | food quality,restaurant,explicit | explicit
في النهاية ستحصل على علامة تبويب عادلة ولا شيء سوى وقت رائع! ! !,NULL | NULL,restaurant prices | restaurant general,restaurant,implicit | implicit
سأعود إلى سوان قريبا!,سوان,restaurant general,restaurant,explicit
عظيم خبز البيجل مصنوع بالطريقة القديمة.,خبز البيجل | خبز البيجل,food quality | food style_options,restaurant,explicit | explicit
لم يكن له أي نكهة و الموظفين وقحون وغير منتبهين.,الموظفين | الموظفين | NULL,service general | service general | food quality,restaurant,explicit | explicit | implicit
تصميم الفضاء جيد .,الفضاء,ambience general,restaurant,explicit
لقد حاولت إجراء الحجز، ولكن في المرتين، لم يكن لدى (المضيفة  اسمي.,المضيفة,service general,restaurant,explicit
عندما تجلس في غرفة الطعام الرئيسية (التي تتميز بسقف مرتفع مذهل مرسوم يدويًا ، فلن تعرف أبدًا أن هناك عالمًا خارجيًا.,غرفة الطعام الرئيسية | NULL | NULL,ambience general | ambience general | ambience general,restaurant,explicit | implicit | implicit
بصراحة أسوأ السوشي تناولته أنا وزوجي في حياتنا كلها.,السوشي,food quality,restaurant,explicit
Big Wong هو مكان رائع لتناول الطعام وملء معدتك.,Big Wong,restaurant general,restaurant,explicit
المشروبات دائمًا ما تكون جيدة الصنع ومجموعة مختارة من النبيذ بأسعار معقولة.,المشروبات | مجموعة مختارة من النبيذ,drinks quality | drinks prices,restaurant,explicit | explicit
الخدمة سريعة وودودة.,الخدمة | الخدمة,service general | service general,restaurant,explicit | explicit
الديكور الفرنسي التقليدي كان لطيفًا على الرغم من أن القاعة كانت صاخبة إلى حد ما - كان المطعم ممتلئًا واضطررنا إلى رفع أصواتنا حتى نتمكن من الحفاظ على المحادثة.,الديكور الفرنسي التقليدي | القاعة,ambience general | ambience general,restaurant,explicit | explicit
يقدم هذا المطعم الصغير في أستوريا ما يعتبره الكثيرون الأفضل جيروسكوبات في نيويورك.,جيروسكوبات,food quality,restaurant,explicit
الأسعار منخفضة بشكل رائع.,NULL,restaurant prices,restaurant,implicit
بحلول الوقت الذي أنهينا فيه عشاءنا، لم نحصل بعد على مشروب واحد أو شيشة!,NULL,service general,restaurant,implicit
بعد المرة الرابعة سألت مرة أخرى فقال النادل بعد العشاء.,النادل,service general,restaurant,explicit
أنا لست متعصبًا بالضرورة بشأن هذا المكان، لكنه كان وقتًا ممتعًا للأسهم المنخفضة.,المكان | المكان,restaurant general | restaurant prices,restaurant,explicit | explicit
أفضل تجربة طعام في القرية الغربية!,NULL,restaurant general,restaurant,implicit
كانت هذه زيارة متكررة وسوف نعود بالتأكيد مرة أخرى.,NULL,restaurant general,restaurant,implicit
(السندويشات الثلاثة) جافة، عديمة الطعم ومبالغ في سعرها.,السندويشات الثلاثة | السندويشات الثلاثة | السندويشات الثلاثة,food quality | food quality | food prices,restaurant,explicit | explicit | explicit
اذهب إلى فولاري للحصول على الدرجة الأولى خدمة والرائعة طعام.,خدمة | طعام,service general | food quality,restaurant,explicit | explicit
إن دوساس هزيلة وغير جذابة ومليئة بالدهون، وأنا شخصياً أشرب الفشار قبل أن أتناول واحدة أخرى من هذه.,دوساس | دوساس,food style_options | food quality,restaurant,explicit | explicit
لن أعود أبدًا,NULL,restaurant general,restaurant,implicit
تأكد من التحقق من ذلك !!!,NULL,restaurant general,restaurant,implicit
من كان ثنائي الجاز ، فقد كانوا على حق.,ثنائي الجاز,ambience general,restaurant,explicit
لم نكن نريد زجاجة من المشروبات الغازية في أيام الأسبوع، لذا حصل كل منا على زجاجة صغيرة زجاجات من كوربيت، وكان ذلك كافياً.,زجاجات من كوربيت,drinks style_options,restaurant,explicit
المفضل السوشي في نيويورك,السوشي,food quality,restaurant,explicit
في المرتين كنت أشعر بخيبة أمل شديدة بسبب الخدمة، التي كانت وقحة للغاية.,الخدمة | الخدمة,service general | service general,restaurant,explicit | explicit
Mermaid Inn هو مطعم جيد بشكل عام ويقدم مأكولات بحرية جيدة حقًا.,مأكولات بحرية | Mermaid Inn,food quality | restaurant general,restaurant,explicit | explicit
بحلول الوقت الذي غادرنا فيه، كانت محافظنا فارغة وكذلك كانت بطوننا، وفقدنا العرض الذي كان من المفترض أن نشاهده بعد العشاء، والذي كان سيكون مقبولاً إذا تمكنا من الاستمتاع بتجربة الطعام الجيد والراقصات الشرقيات!,الطعام | NULL | NULL,food quality | restaurant prices | restaurant miscellaneous,restaurant,explicit | implicit | implicit
لقد أوصيت بالمكان  للأصدقاء، وأحصل دائمًا على ردود فعل جيدة.,NULL,restaurant miscellaneous,restaurant,implicit
إن الجمع بين المكونات الطازجة للغاية مكون في الأطباق أمر غير عادي ولكنه لذيذ حقًا.,مكون | مكون,food quality | food quality,restaurant,explicit | explicit
أنا متردد في الكتابة لأنني لا أريد أن يصبح متجري مطعم بيتزا مزدحمًا.,مطعم بيتزا,restaurant miscellaneous,restaurant,explicit
لقد تلقيت خدمة سريعة خدمة بابتسامة.,خدمة,service general,restaurant,explicit
جرب التونة المقرمشة، فهي لذيذة للغاية.,التونة المقرمشة | التونة المقرمشة,food quality | food quality,restaurant,explicit | explicit
ستجد نفسك تعود في كثير من الأحيان.,NULL,restaurant general,restaurant,implicit
Baluchi's لديه طعام جيد و ديكور لطيف وبأسعار معقولة.,NULL,NULL,restaurant,implicit
الخدمة كانت رائعة هنا، الطعام كان رائعًا.,الخدمة | الطعام,service general | food quality,restaurant,explicit | explicit
عظيم شابو شابو,شابو شابو,food quality,restaurant,explicit
عندما وصل الطبق الرئيسي أخيرًا (بعد 45 دقيقة أخرى) كان نصف طلبنا مفقودًا.,NULL,service general,restaurant,implicit
لقد أحببته وأوصي به بشدة.,NULL | NULL,restaurant general | restaurant general,restaurant,implicit | implicit
مكان متواضع في بارك سلوب، سوشي جيد باستمرار، خدمة ممتعة وفعالة ومتواضعة.,مكان | سوشي | خدمة | خدمة | خدمة,ambience general | food quality | service general | service general | service general,restaurant,explicit | explicit | explicit | explicit | explicit
في أشهر الصيف، منطقة الحديقة الخلفية تكون جميلة حقًا.,منطقة الحديقة الخلفية,ambience general,restaurant,explicit
السوشي الذي يمكنك تناوله بالكامل هو بالتأكيد ذو جودة رديئة للغاية.,السوشي الذي يمكنك تناوله بالكامل,food quality,restaurant,explicit
أوصي بشدة بـ تاكو السمك، كل شيء آخر كان جيدًا.,تاكو السمك | NULL,food quality | food quality,restaurant,explicit | implicit
إنه بالتأكيد مكان جيد مكان لتناول الوجبات الخفيفة والدردشة.,مكان,restaurant general,restaurant,explicit
لقد قمت بحجز (خيمة أورجانزا بيضاء) رائعة  والتي تضمنت (قائمة طعام ثابتة مكونة من أربعة أطباق) والتي استمتعنا بها كثيرًا.,قائمة طعام ثابتة مكونة من أربعة أطباق | خيمة أورجانزا بيضاء,food quality | ambience general,restaurant,explicit | explicit
أوصي بـ Roxy's لذلك، ولكن ليس بسبب طعامهم.,طعامهم | NULL,food quality | food quality,restaurant,explicit | implicit
كان بلح البحر من أشهى الأطعمة التي تذوقتها على الإطلاق، وكان سمك القاروص بلا طعم، وكان سلطة جبن الماعز تفتقر إلى جبن الماعز، وكان بيني مع الدجاج تحتوي على عظام... كان الأمر مقززًا.,بلح البحر | سمك القاروص | سلطة جبن الماعز | بيني مع الدجاج,food quality | food quality | food quality | food quality,restaurant,explicit | explicit | explicit | explicit
تأكد من تجربة هذا المكان قدر الإمكان.,المكان,restaurant general,restaurant,explicit
أنا لست نباتيًا ولكن، تقريبًا كل أطباق كانت رائعة.,أطباق,food quality,restaurant,explicit
رائع الطعام والأسعار معقولة جدًا.,الطعام | NULL,food quality | restaurant prices,restaurant,explicit | implicit
الأسعار جيدة جدًا .,NULL,restaurant prices,restaurant,implicit
اذهب إلى هنا لتناول عشاء رومانسي ولكن ليس للحصول على تجربة طعام رائعة.,NULL,ambience general,restaurant,implicit
أنا بالتأكيد لن أعود .,NULL,restaurant general,restaurant,implicit
قائمة النبيذ واسعة ومثيرة للإعجاب.,قائمة النبيذ | قائمة النبيذ,drinks style_options | drinks style_options,restaurant,explicit | explicit
قائمة النبيذ واسعة النطاق دون أن تكون باهظة الثمن.,قائمة النبيذ | قائمة النبيذ,drinks style_options | drinks prices,restaurant,explicit | explicit
قررنا مؤخرًا تجربة هذا الموقع، ولسعادتنا، لديهم أماكن جلوس خارجية، وهو أمر مثالي حيث كان يوركشاير معي.,أماكن جلوس خارجية,ambience general,restaurant,explicit
كان الطعام جيدًا ولا يوجد شيء مثير للجنون.,الطعام,food quality,restaurant,explicit
لقد طلبت أيضًا Change Mojito، الذي كان خارج هذا العالم.,Change Mojito,drinks quality,restaurant,explicit
(اطلب دائمًا من الساقي البيرة الموسمية !!!),البيرة الموسمية,drinks quality,restaurant,explicit
اللحوم طازجة، الصلصات رائعة، وتحصل على كيمتشي وسلطة مجانًا مع وجبتك والخدمة جيدة أيضًا.,اللحوم | الصلصات | الخدمة | كيمتشي | سلطة,food quality | food quality | service general | food prices | food prices,restaurant,explicit | explicit | explicit | explicit | explicit
كانت البيتزا رائعة.,البيتزا,food quality,restaurant,explicit
هذا هو الأفضل سوشي في مدينة نيويورك - بلا شك.,سوشي,food quality,restaurant,explicit
الطعام هنا جيد إلى حد ما، ولكن فقط إذا كنت ترغب في الانتظار.,الطعام | NULL,food quality | service general,restaurant,explicit | implicit
رايموند الساقي صخور!,رايموند,service general,restaurant,explicit
من المؤسف أن الطعام لم يكن من نفس التراث.,الطعام,food quality,restaurant,explicit
يقدم الموظفين خدمة لا تشوبها شائبة.,الموظفين,service general,restaurant,explicit
لقد تناولت لحم الضأن الخاص والذي كان مثاليًا.,لحم الضأن الخاص,food quality,restaurant,explicit
طاقم الخدمة ودود للغاية.,طاقم الخدمة,service general,restaurant,explicit
أحجام الحصص هنا ضخمة، والسوشي جيد.,أحجام الحصص | السوشي,food style_options | food quality,restaurant,explicit | explicit
استمتعت بوجبة لطيفة للغاية سلطة قيصر بينما تناولت زوجتي جرجير وجبن الماعز ... كلاهما لذيذ للغاية.,سلطة قيصر | سلطة قيصر | جرجير وجبن الماعز,food quality | food quality | food quality,restaurant,explicit | explicit | explicit
واختتمنا بـ كعكة تيراميسو بالشوكولاتة، وكلاهما كانت لذيذة.,كعكة تيراميسو بالشوكولاتة,food quality,restaurant,explicit
لن أعود أبدًا .,NULL,restaurant general,restaurant,implicit
الطعام جيد كما كان دائمًا.,الطعام,food quality,restaurant,explicit
أما بقية ديم سوم، على الرغم من أنها باهظة الثمن وفقًا لمعايير الحي الصيني، إلا أنها تستحق ذلك.,ديم سوم | ديم سوم,food prices | food quality,restaurant,explicit | explicit
حساء المعكرونة باللحم البقري جيد أيضًا.,حساء المعكرونة باللحم البقري,food quality,restaurant,explicit
قشرة مقرمشة بيتزا مارجريتا,بيتزا مارجريتا,food quality,restaurant,explicit
رائع الطعام، مذهل الخدمة، هذا المكان هو عمل من الدرجة الأولى.,الطعام | الخدمة | المكان,food quality | service general | restaurant general,restaurant,explicit | explicit | explicit
جميع الأطباق المتنوعة الأطباق اليونانية والقبرصية ممتازة، ولكن الجيرو هو السبب الذي يجعلك تأتي إلى هنا -- إذا لم تأكل واحداً فإن رحلتك ستذهب سدى.,الأطباق اليونانية والقبرصية | الجيرو,food quality | food quality,restaurant,explicit | explicit
طازج مكونات ويتم إعداد كل شيء حسب الطلب.,مكونات,food quality,restaurant,explicit
كان باد سيو دجاج لذيذًا، ولكن باد تاي كان زيتيًا للغاية.,باد سيو دجاج | باد تاي,food quality | food quality,restaurant,explicit | explicit
القائمة Prix Fixe تستحق كل قرش وتحصل على أكثر من كافٍ (من حيث الكمية والجودة).,Prix Fixe menu | Prix Fixe menu | Prix Fixe menu,food quality | food style_options | food prices,restaurant,explicit | explicit | explicit
"إنه أنت فقط وتاريخك و""عذرًا"" لطيفة بين الحين والآخر قبل أن يفتح النادل الستارة الصغيرة على مقصورتك!",النادل,service general,restaurant,explicit
جميل لمناسبة خاصة لمرة واحدة.,NULL,restaurant miscellaneous,restaurant,implicit
بطريقة ما، فإن العمل بالسحر الإيطالي مع mille grazie المستمر لا يشكل خدمة مناسبة .,NULL,service general,restaurant,implicit
لقد كانت جافة ومثيرة للاشمئزاز، ولم أنتهي حتى من قطعتي الأولى.,NULL | NULL,food quality | food quality,restaurant,implicit | implicit
إنه مليء بالمرح مع الترفيه الحي وجميع أنواع المؤثرات الخاصة من نوع ديزني.,NULL,ambience general,restaurant,implicit
لطيف الجو، الخدمة كانت ممتعة للغاية و الحلوى كانت جيدة.,الجو | الخدمة | الحلوى,ambience general | service general | food quality,restaurant,explicit | explicit | explicit
بعد ذلك أخذت أطباقنا ببساطة، وذهبت، وعادت بعد عشرين دقيقة أخرى مع الفاتورة والدجاج عليها ! ! ! ! ! ! ! ! ! ! !,NULL,service general,restaurant,implicit
إنه متوسط فقط، مجرد ممزق، ولا يوجد به أي توابل.,NULL | NULL | NULL,food quality | food quality | food quality,restaurant,implicit | implicit | implicit
ملكية عائلية تقليدية جميلة مطعم.,مطعم,restaurant general,restaurant,explicit
مؤسسة رائعة عضوية كلب، ومؤسسة صديقة للبيئة وواعية مؤسسة.,كلب | مؤسسة,food quality | restaurant miscellaneous,restaurant,explicit | explicit
أوصي بشدة بهذا المكان الجميل المكان.,المكان | المكان,ambience general | restaurant general,restaurant,explicit | explicit
لم تمر سوى ثلاث دقائق قبل أن أجد نفسي منحنيًا فوق المرحاض.,NULL,food quality,restaurant,implicit
ليس هناك الكثير من مجموعة مختارة من البيرة المعبأة في زجاجات أيضًا، لقد ذهبنا مع براهما.,مجموعة مختارة من البيرة المعبأة في زجاجات,drinks style_options,restaurant,explicit
ومع ذلك، فإن الخدمة هي التي تترك طعمًا سيئًا في فمي.,الخدمة,service general,restaurant,explicit
كان ينبغي أن يطلقوا عليه اسم الماسكاربوني مع رقائق الشوكولاتة - جيد لكنه بعيد كل البعد عن ما يوحي به الاسم.,NULL,food quality,restaurant,implicit
يتميز هذا المكان بأفضل المأكولات الصينية ضلوع الشواء في المدينة.,ضلوع الشواء | ضلوع الشواء,food quality | food style_options,restaurant,explicit | explicit
الأفضل !,NULL,restaurant general,restaurant,implicit
هذا المكان يبقى على قيد الحياة بفضل السمعة وحدها.,المكان,restaurant miscellaneous,restaurant,explicit
الديكور ليلي رغم ذلك ... لكنهم يحتاجون حقًا إلى تنظيف ذلك فتحة التهوية في السقف ... إنه غير شهي تمامًا، ويقتل جهدك لجعل هذا المكان يبدو أنيقًا وحديثًا.,السقف | فتحة التهوية,ambience general | ambience general,restaurant,explicit | explicit
كان النادل منتبهًا، وكان الطعام لذيذًا وكان الإطلالات على المدينة رائعة.,النادل | الطعام | الإطلالات على المدينة,service general | food quality | location general,restaurant,explicit | explicit | explicit
الأجواء ممتعة، الخدمة لا تشوبها شائبة.,الأجواء | الخدمة,ambience general | service general,restaurant,explicit | explicit
الشيء الوحيد الذي يلفت انتباهك هو الديكور؟ (ليس لطيفًا جدًا).,الديكور,ambience general,restaurant,explicit
رقيقة بهارات، بصل، بيض ورائعة روتي.,بهارات | بصل | بيض | روتي,food quality | food quality | food quality | food quality,restaurant,explicit | explicit | explicit | explicit
كان الطعام لذيذًا (تناولت سمك الهلبوت الخاص، وتناول زوجي شريحة لحم)، وكانت الخدمة من الدرجة الأولى.,الطعام | سمك الهلبوت الخاص | شريحة لحم | الخدمة,food quality | food quality | food quality | service general,restaurant,explicit | explicit | explicit | explicit
طاقم الخدمة ودود للغاية، ويجعلك تشعر وكأنك تتناول الطعام في بلدة أوروبية صغيرة ودودة.,طاقم الخدمة,service general,restaurant,explicit
إبهام كبير للأعلى!,NULL,restaurant general,restaurant,implicit
لقد ذهبت إلى راو حوالي 15 مرة خلال السنوات الثلاث الماضية ولا يزال يتحسن.,راو,restaurant general,restaurant,explicit
"Bukhara Grill، الشعار يقول كل شيء.. ""حفلة التوابل الهندية""",Bukhara Grill,restaurant general,restaurant,explicit
لم يكن عيد ميلاد زوجي وعيد ميلاد أبنائي كما كان متوقعًا ... وقد سافرنا لمدة ساعتين لإنفاق الكثير من المال حتى يتم التعامل معنا بشكل رهيب!,NULL | NULL,restaurant prices | service general,restaurant,implicit | implicit
كان الجو لطيفًا جدًا ولكن كان به القليل من النقص، والذي يحاول تعويضه بـ مخطط المرايا المجنون.,الجو | مخطط المرايا,ambience general | ambience general,restaurant,explicit | explicit
تم تقديمه مع الجلد، فوق طبقة من البطاطس المهروسة السبانخ وغير المطبوخة جيدًا.,NULL | السبانخ,food style_options | food quality,restaurant,implicit | explicit
هذا المكان غريب تمامًا ديكور، سلالم تصعد مع جدران ذات مرايا - أنا مندهش كيف لم يكسر أحد رأسه أو يسقط من الدرج حتى الآن - جدران ذات مرايا تجعلك تشعر بالدوار والوهم ...,ديكور | جدران ذات مرايا | جدران ذات مرايا,ambience general | ambience general | ambience general,restaurant,explicit | explicit | explicit
الطعام مذهل، غني المعكرونة وعجين طازج البيتزا.,الطعام | المعكرونة | البيتزا,food quality | food style_options | food quality,restaurant,explicit | explicit | explicit
محدودة قائمة طعام، غير طازجة مكونات، مقطعة إلى شرائح رفيعة سمك، متفككة أرز.,قائمة طعام | مكونات | سمك | أرز,food style_options | food quality | food style_options | food style_options,restaurant,explicit | explicit | explicit | explicit
أحب سوموسا، تشاي، وتشولي، لكن دوساس ودال كانت مخيبة للآمال إلى حد ما.,سوموسا | تشاي | تشولي | دوساس | دال,food quality | food quality | food quality | food quality | food quality,restaurant,explicit | explicit | explicit | explicit | explicit
الطعام رائع .,الطعام,food quality,restaurant,explicit
الهوت دوج جيد، نعم، ولكن السبب الذي دفعني للقدوم إلى هنا هو ساندويتش كروكيت لحم الخنزير الرائع، والذي يعتبر مثاليًا على خبزه الإسفنجي الكعكة.,الهوت دوج | ساندويتش كروكيت لحم الخنزير | الكعكة,food quality | food quality | food quality,restaurant,explicit | explicit | explicit
أوصي به بشدة .,NULL,restaurant general,restaurant,implicit
رائع الطعام الهندي!,الطعام الهندي,food quality,restaurant,explicit
دائما جيد المشروبات و الخدمة جيدة جدًا؛,المشروبات | الخدمة,drinks quality | service general,restaurant,explicit | explicit
أوصي به بشدة!,NULL,restaurant general,restaurant,implicit
إنهم ليسوا مفيدين على الإطلاق وسيعطونك فرصة كبيرة للركض حول المكان، لذا بحلول موعد الحدث، لن تندم على اختيار هذا المكان فحسب، بل ستصبح أيضًا عدائيًا!,NULL,service general,restaurant,implicit
كانت الأسعار رخيصة مقارنة بجودة الخدمة والطعام.,NULL,restaurant prices,restaurant,implicit
إنه ليس متسقًا .,NULL,restaurant general,restaurant,implicit
الطعام مذهل ... خاصة إذا حصلت على قائمة تذوق الشيف وزجاجة النبيذ المفضلة لديك (أو اثنتين!) من مجموعة واسعة مجموعة مختارة من النبيذ.,الطعام | مجموعة مختارة من النبيذ | قائمة تذوق الشيف,food quality | drinks style_options | food quality,restaurant,explicit | explicit | explicit
أسوأ عذر للطعام الياباني واجهته على الإطلاق.,NULL,restaurant miscellaneous,restaurant,implicit
أخطط للتوقف هنا في الأسبوع المقبل أيضًا.,NULL,restaurant general,restaurant,implicit
السخرية المتغطرسة موجودة في .,NULL,service general,restaurant,implicit
لقد أوصى شخص آخر بـ الحلوى - وتركنا ذلك أيضًا.,الحلوى,food quality,restaurant,explicit
هذا هو المكان المثالي للمواعدة للأزواج في ويليامزبرغ.,NULL,restaurant miscellaneous,restaurant,implicit
داخلي كان مريحًا ولطيفًا للغاية.,داخلي | داخلي,ambience general | ambience general,restaurant,explicit | explicit
المشروب الوحيد الذي حصلنا عليه كان الماء في أكواب قذرة!,NULL,service general,restaurant,implicit
إنه أحد الأماكن المفضلة لدينا لتناول الطعام في نيويورك.,NULL,restaurant general,restaurant,implicit
السلطات طريقة لذيذة لبدء الوجبة.,السلطات,food quality,restaurant,explicit
لن أعود مرة أخرى بالتأكيد!,NULL,restaurant general,restaurant,implicit
لقد دمرني هذا المكان بالنسبة للجيران السوشي.,السوشي,food quality,restaurant,explicit
أنا وبناتي سوف نعود بالتأكيد.,NULL,restaurant general,restaurant,implicit
إن الاختيار الكبير من البروسكيتا، البانيني، التراميزيني يحافظ على الحنك من الركود.,البروسكيتا | البانيني | التراميزيني,food style_options | food style_options | food style_options,restaurant,explicit | explicit | explicit
لم يكن لدي أبدًا تجربة غير سارة كهذه.,NULL,restaurant general,restaurant,implicit
لقد طلبنا الطبق الخاص سمك البرانسينو المشوي، الذي كان مليئًا بالعظام، وكان من الصعب تناوله.,سمك البرانسينو المشوي,food quality,restaurant,explicit
تم طهي لحم العجل و الفطر بشكل مثالي.,لحم العجل | الفطر,food quality | food quality,restaurant,explicit | explicit
لقد التهمها صديقي دجاج وبطاطس مهروسة.,دجاج وبطاطس مهروسة,food quality,restaurant,explicit
الطعام مشترك بالكامل حتى نتمكن من الطلب معًا وتناول الطعام معًا.,الطعام,food style_options,restaurant,explicit
وكبيرة حقا أجزاء .,أجزاء,food style_options,restaurant,explicit
ليس رخيصًا ولكنه لذيذ جدًا.,NULL | NULL,food prices | food quality,restaurant,implicit | implicit
أتمنى أن يكون في نيويورك المزيد من هذا النوع من الأماكن: حميمة، رائعة الطعام، منزلية، من الدرجة الأولى في كل مكان، بالتأكيد تستحق الانتظار.,NULL | الطعام | NULL,ambience general | food quality | restaurant general,restaurant,implicit | explicit | implicit
إن الإعداد بأكمله غير احترافي حقًا وأتمنى أن يحصل مقهى نوير على بعض الموظفين الجيدين الموظفين ، لأنه على الرغم من الوضع الحالي ، إلا أن هذا مكان رائع.,الموظفين | مقهى نوير,service general | restaurant general,restaurant,explicit | explicit
