sentence,aspect,category,domain,type
لوف نيس+جون x.,NULL,NULL,hotel,implicit
ممتاز الموقع .,الموقع,location general,hotel,explicit
كان الموظفون دائمًا، دائمًا، على استعداد لمساعدتي.,الموظفون,service general,hotel,explicit
إن وجود بوفيه مفتوح على مدار الساعة أضاف الكثير من الراحة لنا.,NULL,NULL,hotel,implicit
نظيف للغاية، هادئ للغاية، سرير ضخم.,NULL | NULL | NULL,rooms cleanliness | rooms comfort | room_amenities design_features,hotel,implicit | implicit | implicit
من الواضح أن الإدارة ليس لديهم أي فهم للضيافة ما لم يكونوا قد أداروا سجنًا أو ما شابه ذلك.,الإدارة,service general,hotel,explicit
كان الموظفين ودودين ومتعاونين.,الموظفين | الموظفين,service general | service general,hotel,explicit | explicit
الموظفين ليسوا الأفضل، لكنهم ودودون ومتعاونون.,الموظفين,service general,hotel,explicit
نوصي به بشدة .,NULL,hotel general,hotel,implicit
على الرغم من أنه كان من المفترض أن تكون قاعة خالية من التدخين بشكل عام: سأبقى هنا لأن هذا يبدو موضوعًا شائعًا للفنادق الراقية في الصين.,NULL,NULL,hotel,implicit
حسنًا، الغرفة في هونج كونج صغيرة جدًا ولكن هذا يبدو صغيرًا جدًا، بخلاف ذلك خدمة الكونسيرج كانت جيدة والموقع مناسب لكولون وطريق ناثان. مع الأخذ في الاعتبار كل ما دفعته,الغرفة | خدمة الكونسيرج | الموقع,rooms design_features | service general | location general,hotel,explicit | explicit | explicit
"كانت غرفتنا صغيرة إلى حد ما غرفة في قسم ""البرج"" في الفندق، والذي أعتقد أنه يستخدم بشكل أساسي من قبل المسافرين الذين يتوقفون في طريقهم إلى أستراليا.",غرفة,rooms design_features,hotel,explicit
الغرف  مهترئة قليلاً.,الغرف,rooms quality,hotel,explicit
بالنسبة للمبلغ الذي دفعته، كان الأمر يستحق الإقامة.,NULL,hotel prices,hotel,implicit
الشق في العاصمة,NULL,hotel general,hotel,implicit
والأسوأ من ذلك، على الرغم من إلغاء الحجز، لا تزال بطاقة الائتمان الخاصة بي خاضعة للخصم وبعد 6 مكالمات وعدة رسائل بريد إلكتروني إلى الفندق، بما في ذلك ليا المديرة، لم أرد أبدًا !!,الفندق,hotel miscellaneous,hotel,explicit
الخدمة كانت ممتازة و الطعام جيد جدًا.,الخدمة | الطعام,service general | food_drinks quality,hotel,explicit | explicit
الموقع ممتاز، يقع مباشرة على ساحة دام، بجوار المحلات التجارية والحياة الليلية النابضة بالحياة.,الموقع,location general,hotel,explicit
غير ودود للغاية الموظفين، ولكن نظيف الغرفة.,الموظفين | الغرفة,service general | rooms cleanliness,hotel,explicit | explicit
فوق المتوسط بالنسبة لـ هوليداي إن وفندق ذو طابع خاص.,هوليداي إن,hotel general,hotel,explicit
كان الفندق نظيفًا للغاية وكان الموظفون ودودين ومتعاونين.,الفندق | الموظفون | الموظفون,hotel cleanliness | service general | service general,hotel,explicit | explicit | explicit
تجربة ممتازة - رائعة الخدمة,الخدمة | NULL,service general | hotel general,hotel,explicit | implicit
الغرف نظيفة و مزينة بشكل بسيط.,الغرف | الغرف,rooms cleanliness | rooms design_features,hotel,explicit | explicit
كان العيب الوحيد هو أن الإفطار في الفندق لم يكن متضمنًا في السعر، ولكننا وجدنا مقهى صغيرًا بالقرب من الفندق حيث يمكننا شراء الخبز والسندويشات والكرواسون وما إلى ذلك مقابل جزء بسيط من السعر الذي كان سيكلفه الإفطار في الفندق.,الإفطار | الإفطار,food_drinks prices | food_drinks prices,hotel,explicit | explicit
كان الإفطار وجبة مذهلاً (متضمنًا) - مجموعة متنوعة من الجبن والخبز واللحوم والمعجنات الحلوة بالإضافة إلى الإسبريسو الذي نحتاجه بشدة! منطقة البار والصالة.,وجبة | وجبة | وجبة | وجبة,food_drinks quality | food_drinks style_options | food_drinks style_options | food_drinks miscellaneous,hotel,explicit | explicit | explicit | explicit
كان موظفو الفندق ودودين للغاية ومهذبين ومتعاونين دائمًا.,موظفو الفندق | موظفو الفندق | موظفو الفندق,service general | service general | service general,hotel,explicit | explicit | explicit
الإفطار كان جيدًا جدًا ويضم كرواسون التفاح محلي الصنع.,الإفطار,food_drinks quality,hotel,explicit
ملاحظة لمنتقدي الموظفين ... بضع كلمات مدروسة باللغة الفرنسية ستؤدي إلى فوائد كبيرة من حيث الخدمة.,الموظفين,service general,hotel,explicit
بشكل عام، مكان باهظ الثمن ومخيب للآمال.,NULL | NULL,hotel prices | hotel general,hotel,implicit | implicit
الغرف  قديمة جدًا، ولكنها نظيفة.,الغرف | الغرف,rooms design_features | rooms cleanliness,hotel,explicit | explicit
الحي الفرنسي العظيم الكلاسيكي,NULL,hotel general,hotel,implicit
يقع (الفندق 1:) أيضًا على مقربة من محطة القطار وجميع معالم الجذب في أمستردام.,الفندق,location general,hotel,explicit
لقد أقمنا أنا وزوجتي هنا لمدة 3 ليالي في طريق عودتنا إلى المملكة المتحدة.,NULL,hotel general,hotel,implicit
نظرًا لأنه كان ينبغي لنا الاحتفاظ بالرقم، إلا أن المدير كان غير متعاون وغير متعاطف ومتغطرس!,المدير,service general,hotel,explicit
هذا فندق رائع، عند وصولنا تم ترقيتنا دون طلب إلى غرفة ديلوكس بإطلالة رائعة على المدينة الرائعة.,غرفة | غرفة,service general | rooms general,hotel,explicit | explicit
هذا مكان رائع للإقامة في مدينة نيويورك.,NULL,hotel general,hotel,implicit
جميلة ومريحة ورائعة الخدمة.,الخدمة,service general,hotel,explicit
مع متوسط أسعار العديد من فنادق بوسطن البالغ 250 دولارًا في الليلة، حصلنا على غرفة بحجم كينج (غرفة 1) مقبولة تمامًا مقابل أقل من 100 دولار بما في ذلك موقف السيارات.,غرفة,rooms prices,hotel,explicit
تعثرت عبر المراجعات هنا وأصبحت متوترة.,NULL,NULL,hotel,implicit
ليست كلمة سيئة لتقولها عن ذلك!!,NULL,NULL,hotel,implicit
رائع !  !  !  !  !,NULL,hotel general,hotel,implicit
كانت الغرف واسعة ونظيفة ومرتبة بشكل جيد.,NULL,NULL,hotel,implicit
الغرف كانت نظيفة وحجمها جيد.,الغرف | الغرف,rooms cleanliness | rooms design_features,hotel,explicit | explicit
لقد وصلت متوقعًا أن أشارك الحمام ولكنني فوجئت بأن كل شيء كان داخليًا!,NULL,NULL,hotel,implicit
سأقوم بتحديد رحلة أخرى غدًا إذا كان ذلك ممكنًا!,NULL,NULL,hotel,implicit
قيمة جيدة وممتازة الموقع.,NULL | الموقع,hotel prices | location general,hotel,implicit | explicit
لم يكن بوسع موظفي الفندق أن يفعلوا ما يكفي من أجلك.,موظفي الفندق,service general,hotel,explicit
لقد واجهتنا مشكلة مع حجزنا عندما وصلنا لأننا لم نحجز مباشرة مع الفندق والفندق,NULL,NULL,hotel,implicit
جيد الموقع - حمام متسخ من المفترض أن يكون خمس نجوم فندق، ومع ذلك لم يكن هذا بالضبط ما أسميه 5 نجوم.,الموقع | فندق | NULL,location general | hotel quality | rooms cleanliness,hotel,explicit | explicit | implicit
لقد أحببت كل شيء، المبنى رائع، والفندق  رائع، فخامة حقيقية وبأسعار معقولة (بحثت عن، ووجدت، عرضًا خاصًا على الفندق,الفندق | الفندق | الفندق | الفندق | الفندق,hotel general | hotel design_features | hotel general | hotel prices | hotel prices,hotel,explicit | explicit | explicit | explicit | explicit
الأجواء ساحرة.,الأجواء,hotel general,hotel,explicit
أحببت هذا الفندق!,الفندق,hotel general,hotel,explicit
الغرف نظيفة و البياضات يتم تغييرها كل يوم.,الغرف | البياضات,rooms cleanliness | room_amenities general,hotel,explicit | explicit
لا يمكن أن يكون هذا بأي حال من الأحوال فندقًا من فئة 4.5 نجوم فندق، بل هو أقرب إلى نجمة واحدة.,فندق | فندق,hotel quality | hotel quality,hotel,explicit | explicit
قيمة رائعة - في وسط المدينة عدت للتو من إقامة لمدة ليلتين في فندق ميركيور - واجهة غير واعدة للغاية، ولكن لا تدع ذلك يثنيك!,NULL,hotel prices,hotel,implicit
كان الخطأ الوحيد هو مطعم نبتون، الإفطار كان رائعًا ولكن وجبة العشاء كانت باهظة الثمن بشكل رهيب، وليست جيدة. بشكل عام لدينا القليل من الشكاوى إن وجدت، لا يمكننا الانتظار للعودة.,مطعم نبتون | الإفطار | وجبة العشاء | وجبة العشاء,facilities quality | food_drinks quality | food_drinks prices | food_drinks quality,hotel,explicit | explicit | explicit | explicit
فقدت إلى الكمال بقيت في رويال بارك لمدة 4 أسابيع في رحلة عمل طويلة.,رويال بارك,hotel general,hotel,explicit
مفاجأة سارة,NULL,hotel general,hotel,implicit
كان كل شيء قريبًا بما في ذلك مسرحية خارج برودواي.,NULL,location general,hotel,implicit
كانت إقامتنا فندق Relais Bosquet رائعة.,فندق Relais Bosquet,hotel general,hotel,explicit
خسارة إلى مركز المؤتمرات على بعد حوالي كتلتين من مركز المؤتمرات.,NULL,NULL,hotel,implicit
يوجد 3 أو 4 مقاهي، بالإضافة إلى متجر أغذية MS، مقابل الفندق حيث يمكنك تناول وجبة الإفطار.,NULL,NULL,hotel,implicit
شرفة الحديقة,NULL,NULL,hotel,implicit
كانت الغرفة  التي تم منحنا إياها تطل على الحديقة الداخلية، والتي كانت لطيفة وهادئة للغاية.,غرفة | غرفة,rooms general | rooms miscellaneous,hotel,explicit | explicit
لن أفكر في الإقامة في هذا الفندق مرة أخرى حتى يصححوا خطأهم ويتخذوا خطوات لمنع تكراره!,NULL,NULL,hotel,implicit
أتمنى أن يكون لدينا المزيد من الوقت لقضائه في فلورنسا - يومان لم يكونا كافيين.,NULL,hotel general,hotel,implicit
الموظفين كانوا مهتمين للغاية، وعلى قدم المساواة مع معايير الخدمة في الفندق، تم تلبية كل طلب بالطبع.,الموظفين,service general,hotel,explicit
لقد قمت أنا وزوجتي بالإقامة في شيراتون لاجونا نوسا دورا هذا الأسبوع (غادرنا في 16/8/06).,شيراتون لاجونا نوسا دورا,hotel general,hotel,explicit
سوف نعود بالتأكيد و نبقى هناك .,NULL,hotel general,hotel,implicit
من حسن الحظ أننا حصلنا على نسخة مطبوعة من حجزنا.,NULL,NULL,hotel,implicit
رائع غرفة، مساحة كبيرة، على الرغم من أن سرير ثابت جدًا (من الواضح أن فنادق ويستن هيفينلي سرير متفوقة).,غرفة | غرفة | سرير,rooms general | rooms design_features | room_amenities design_features,hotel,explicit | explicit | explicit
مريح حقًا أسرة!,أسرة,rooms comfort,hotel,explicit
كانت السلبيتان هما:1.,NULL,NULL,hotel,implicit
أحلام كان حلما,أحلام,hotel general,hotel,explicit
كان الموقع رائعًا وكان الإفطار القاري رائعًا أيضًا.,الموقع | الإفطار القاري,location general | food_drinks style_options,hotel,explicit | explicit
كان عليك أن تحصل على مصعد إلى الشاطئ الطعام غرف ممتازة,الطعام,food_drinks quality,hotel,explicit
بصدق،جواني ماري بالو ألتو، كاليفورنيا,NULL,NULL,hotel,implicit
أعلم أنه في كثير من الأحيان لا يكون لتصنيفات النجوم على مواقع السفر أي أساس في الواقع، ومع ذلك، هذه المرة أتفق تمامًا مع التصنيف الموجود على موقع Expedia.com بأنه فندق أربع نجوم فندق.,فندق,hotel general,hotel,explicit
"لقد قمت أنا وزوجتي بالإقامة في فندق سوفيتيل لمدة 3 ليالٍ في شهر أغسطس كجزء من ""الأنشطة"" في شهر العسل، وقد حجزنا الفندق فقط نتيجة لمركزه السابق (الأول) على موقع Trip Advisor.",NULL,NULL,hotel,implicit
منطقة حمام السباحة صغيرة جدًا، لذا إذا كانت هذه أولوية بالنسبة لك فقد لا تكون مثالية، ولكن نظرًا لعدم وجود وقت لدينا لحمامات الشمس، لم يكن ذلك مشكلة.,منطقة حمام السباحة,facilities design_features,hotel,explicit
طفل صغير مزعج أبقاني مستيقظًا حتى الساعة 1:30 صباحًا، أوه.,NULL,NULL,hotel,implicit
مريح للغاية رائع فندق ، مع جو مريح لطيف.,فندق | فندق,hotel general | hotel comfort,hotel,explicit | explicit
لقد أحببنا ذلك المكان ونأمل أن نعود إليه مرة أخرى Aqua Aloha Surf,Aqua Aloha Surf | Aqua Aloha Surf,hotel general | hotel general,hotel,explicit | explicit
سوف أكون سعيدًا بالبقاء هنا مرة أخرى.,NULL,NULL,hotel,implicit
مخيب للآمال بالنظر إلى المراجعات التي قرأتها عن فندق Oberoi وسمعة السلسلة، كنت أتوقع خدمة ممتازة ومتسقة.,NULL,hotel general,hotel,implicit
ابتعد وأنفق دولاراتك في مكان أبعد قليلاً عن المطار.,NULL,hotel general,hotel,implicit
المكان نظيف وأنيق وإذا حصلت على صفقة غرفة فهي ذات قيمة رائعة مقابل المال.,NULL | غرفة,polarity positive | rooms prices,hotel,implicit | explicit
إجازة رائعة رائعة فندق,فندق,hotel general,hotel,explicit
كانت غرفتنا  تطل على كاتدرائية القديس باتريك وكانت رائعة.,فندق,rooms general,hotel,explicit
سأعود على الفور!,NULL,hotel general,hotel,implicit
الشيء الوحيد الذي لم يعجبنا هو الموقع.,الموقع,location general,hotel,explicit
كانت الغرفة  نظيفة، وكان الحمام الغرفة: بحجم لائق، وكان هناك إنترنت واي فاي مجاني وهو أمر جيد دائمًا.,حمام | حمام | حمام,rooms cleanliness | rooms design_features | facilities prices,hotel,explicit | explicit | explicit
وقت رائع شكرا لكم على العطلة الرائعة والمريحة.,NULL | NULL,hotel general | hotel general,hotel,implicit | implicit
كما يبعد حوالي 30 ثانية من محطة القطار (المترو) إلى المطار (25 دقيقة). وبصرف النظر عن الشكاوى المعتادة بشأن تشغيل الأضواء/الستائر، وإغراق (الحمام 2 (الغرفة 3)) بالدش، فقد استمتعنا حقًا بـ (الغرفة 3) وإقامتنا.,غرفة | غرفة | غرفة,room_amenities quality | rooms miscellaneous | rooms general,hotel,explicit | explicit | explicit
كبير صغير فندق,فندق | فندق,hotel general | hotel design_features,hotel,explicit | explicit
رائع فندق، مثالي موقع لقد عدت للتو من إقامة لمدة 5 ليالٍ في أومني وإذا كنت تريد فندقًا ممتازًا في موقع رائع، فهذا يجب أن يكون اختيارك.,فندق | موقع | أومني | موقع,hotel general | location general | hotel general | location general,hotel,explicit | explicit | explicit | explicit
بعض الغرف صاخبة نوعًا ما لأنها تقع بالقرب من 110.,الغرف,rooms comfort,hotel,explicit
عند السفر بميزانية طالب، لم أرغب في الإسراف كثيرًا واعتقدت أن مانجو سيكون لائقًا -,NULL,hotel prices,hotel,implicit
ولكن كان هناك تكييف الهواء في الغرفة.,تكييف الهواء,polarity positive,hotel,explicit
حصلنا على (غرفة 1) في الطابق العلوي، مع إطلالة رائعة على البانثيون.,غرفة,rooms miscellaneous,hotel,explicit
حمام سباحة على السطح كبير بما يكفي للسباحة المنعشة إذا كنت هناك عندما يكون الجو دافئًا بدرجة كافية وشعرت وكأنك في مشهد من فيلم ماري بوبينز الإسباني الذي يطل على أسطح المنازل من شرفة حمام السباحة.,حمام سباحة على السطح,facilities design_features,hotel,explicit
ومع ذلك، فإن ما جعلنا أكثر سعادة هو الإدارة ومكتب الاستقبال الخدمة - لقد كانوا منتبهين للغاية ومفيدين حتى أنهم قاموا بالتحقق في يومنا الأخير من الوقت الذي استيقظنا فيه بعد مكالمة الاستيقاظ حتى لا نفوت رحلتنا المبكرة - هذا مكان لطيف للغاية للإقامة في مثل هذه المدينة الرائعة - جيرارد نيويورك,الخدمة | NULL,service general | hotel general,hotel,explicit | implicit
تم منحنا غرفة  في الطابق 32 من برج الإمبراطور مع إطلالة على جينزا.,غرفة,rooms general,hotel,explicit
ما جعل إقامتنا استثنائية حقًا هو الضيافة المذهلة التي قدمتها الإدارة و الموظفين، الذين جعلونا نشعر بالترحيب والاهتمام طوال فترة إقامتنا.,الموظفين,service general,hotel,explicit
فندق لطيف تديره عائلة فندق في مكان رائع موقع - على بعد بضعة صفوف من الأبنية من الكاتدرائية، وGalleria dell 'Accedemia، وعلى مقربة من العديد من المواقع الأخرى (على الرغم من أنني أوصي بأخذ سيارة أجرة من محطة القطار إذا كان لديك أمتعة - التكلفة حوالي 8 يورو فقط من محطة القطار إلى فندق ).,موقع | فندق | فندق | فندق,location general | hotel general | location general | location general,hotel,explicit | explicit | explicit | explicit
ديلالبيرغو,NULL,NULL,hotel,implicit
الموظفين ودودون للغاية .,الموظفين,service general,hotel,explicit
الموظفين كانوا جميعًا رائعين وكان السعر رائعًا خاصة لعطلة نهاية الأسبوع في MardiGras.,الموظفين | NULL,service general | hotel prices,hotel,explicit | implicit
أحببت القصر على Turtle Creek,القصر,hotel general,hotel,explicit
لقد قضينا إقامة رائعة في إحدى شقق البنتهاوس، وكانت أفضل مفاجأة قدمها لي زوجي في حياته كلها....,NULL,NULL,hotel,implicit
IFA كان رائعا!,IFA,hotel general,hotel,explicit
كان الموقع رائعًا أيضًا، حيث يقع مباشرة مقابل محطة القطار، ولكن بطريقة ما ليس في قلب كل الفوضى.,الموقع,location general,hotel,explicit
بقيت ليلة واحدة فقط، كجزء من تمديد رحلتنا القصيرة، واعتقدت أنها كانت فندقًا جيدًا، مع الأخذ في الاعتبار أنها لم تكن باهظة الثمن.,NULL,NULL,hotel,implicit
واحدة جميلة في أوروبا,NULL,NULL,hotel,implicit
لم أستخدم مرافق التمارين الرياضية كثيرًا، ولكنها بدت أكثر من كافية.,مرافق التمارين الرياضية,facilities general,hotel,explicit
كان لدينا منظر جميل للقناة غرفة في الطابق الأخير، رومانسي للغاية.,غرفة | غرفة,rooms miscellaneous | rooms design_features,hotel,explicit | explicit
رائع مرة أخرى بقيت في فندق على أساس Tripadvisor، ومرة أخرى لم أشعر بخيبة أمل.,فندق,hotel general,hotel,explicit
على الجانب السلبي، إنها مسافة طويلة جدًا سيرًا على الأقدام من الشاطئ/المطاعم وما إلى ذلك، وخاصة في ظل الحرارة المليئة بالغبار.,NULL,NULL,hotel,implicit
ماجدة أكثر راحة، أفضل موقع جيد وأفضل خدمة (الأشخاص في الاستقبال على حق للغاية، لطيفون تقريبًا.,ماجدة | موقع جيد | خدمة | خدمة,hotel comfort | location general | service general | service general,hotel,explicit | explicit | explicit | explicit
يجب أن يكون هذا في قائمة أسوأ 5!,NULL,hotel general,hotel,implicit
جو رائع خدمة .,خدمة,service general,hotel,explicit
جيد الموقع، مريح، رائع الإفطار.,NULL | الإفطار | الموقع,hotel comfort | food_drinks quality | location general,hotel,implicit | explicit | explicit
كان لدينا إطلالة على الحديقة غرفة وكان الاستيقاظ ممتعًا.,غرفة | غرفة,rooms general | rooms general,hotel,explicit | explicit
فندق سوفيتيل مثالي,فندق سوفيتيل,hotel general,hotel,explicit
جميل فندق,فندق,hotel general,hotel,explicit
كنا في الطابق العلوي (الثامن) وبدا أن كل الحرارة في المبنى تتصاعد إلى (غرفتنا 1).,غرفتنا,rooms comfort,hotel,explicit
الموظفين ودودون ومتعاونون.,الموظفين | الموظفين,service general | service general,hotel,explicit | explicit
عيد الميلاد كعصر النهضة,NULL,NULL,hotel,implicit
الغرفة الخدمة سريعة ومحترمة للغاية، على الرغم من أن القائمة محدودة قليلاً.,الخدمة | الخدمة | NULL,service general | service general | food_drinks style_options,hotel,explicit | explicit | implicit
كان كل شيء مثاليًا كان فندق Duquesne مكانًا مثاليًا بالنسبة لنا.,Duquesne | Duquesne,hotel general | hotel general,hotel,explicit | explicit
كان الموظفون ممتازين، لقد قاموا بإجراء جميع حجوزاتنا وترتيباتنا.,NULL,service general,hotel,implicit
أحببت JW,JW,hotel general,hotel,explicit
كان الطعام ممتازًا، وكان نظيفًا للغاية، وكان الترفيه رائعًا، وكان الموظفون ودودين، وبشكل عام كانت إقامة رائعة.,الطعام | NULL | الموظفون | NULL | NULL,food_drinks quality | rooms cleanliness | service general | hotel general | hotel general,hotel,explicit | implicit | explicit | implicit | implicit
كانت غرفتنا التنفيذية غرف في الطابق 25 فسيحة ونظيفة ومريحة.,غرف | غرف | غرف,rooms design_features | rooms cleanliness | rooms comfort,hotel,explicit | explicit | explicit
يقع على مسافة قصيرة سيرًا على الأقدام من معظم المواقع السياحية في مانهاتن السفلى، والمطعم الموجود حول الزاوية جيد جدًا.,NULL,location general,hotel,implicit
لقد طلبنا خدمة الغرف وكان لدى طفليّ الصغيرين  و الكثير من الخيارات اللذيذة في قائمة الأطفال.,NULL,food_drinks quality,hotel,implicit
كان من الجميل الجلوس بجوار المدفأة الكبيرة  وطلب مشروب ومشاهدة القوارب تمر.,مدفأة,facilities design_features,hotel,explicit
المشكلة,NULL,NULL,hotel,implicit
لكنها مفيدة لجميع المعالم السياحية في أمستردام، أوصي برحلة على متن قارب القناة مقابل 18 يورو فقط لكل شخص,NULL,NULL,hotel,implicit
>بالضبط ما تصورناه فلورنسا سيكون!,فلورنسا,hotel general,hotel,explicit
لقد أطللنا على قرية هيلتون والمحيط الهادئ الجميل.,NULL,NULL,hotel,implicit
بعد قراءة المراجعات حول مور، اخترت أنا وزوجتي البقاء هنا بناءً على السعر والموقع.,مور,hotel prices,hotel,explicit
لقد قضينا أربعة أيام في بنيامين في يوليو؛ وكانت هذه إقامتنا الرابعة أو الخامسة هناك خلال السنوات القليلة الماضية.,بنيامين,hotel general,hotel,explicit
صحيح - لكن حافلتهم المكوكية تغلق مبكرًا عن أي من الفنادق الأخرى، وتبلغ تكلفة رحلة التاكسي 20 يورو.,NULL,service general,hotel,implicit
نوصي بشدة بـ Berchielli لقد قضينا ليلتين في Berchielli الأسبوع الماضي، وكانت التجربة ممتعة تمامًا:,Berchielli | Berchielli,hotel general | hotel general,hotel,explicit | explicit
الفندق كان مشغولاً، ولكن لا يزال قادراً على تقديم الخدمة الشخصية.,الفندق | الخدمة الشخصية,hotel comfort | service general,hotel,explicit | explicit
سأبقى هناك بالتأكيد مرة أخرى ولكنني لست في عجلة من أمري للعودة إلى مدريد.,NULL,hotel general,hotel,implicit
لقد وجدت الموظفين مفيدين وممتعين للغاية.,الموظفين,service general,hotel,explicit
ومن الجدير بالذكر أن هذا ليس فندق ستذهب إليه إذا كنت تريد مكانًا رومانسيًا راقيًا حقًا للإقامة.,فندق,hotel miscellaneous,hotel,explicit
لقد كانت إقامة ممتعة للغاية!,NULL,hotel general,hotel,implicit
مطعم شرائح اللحم مورتون هو مكان لا بد من زيارته، على الرغم من أنه باهظ الثمن بعض الشيء.,NULL,NULL,hotel,implicit
لقد استمتعنا بالشاطئ والفندق نفسه وكان لدينا الكثير من المرح!,الفندق | الفندق,hotel general | hotel general,hotel,explicit | explicit
إقامة مثالية لقد استخدمت فندق Holiday - Inn Miami - Airport West عدة مرات وكانت كل إقامة مثالية.,Holiday-Inn | Holiday-Inn,hotel general | hotel general,hotel,explicit | explicit
إذا كنت ذاهبًا إلى برلين لبضعة أيام وتعرف كيفية ركوب دراجة هوائية، فنوصيك بشدة بشركة Fat Tire Bike، فهي ليست مرهقة للغاية، ولكنها طريقة رائعة لرؤية المدينة.,NULL,NULL,hotel,implicit
تجربة جيدة جدًا في هذا الفندق بقيت لمدة ليلتين أثناء التجول في تكساس.,الفندق,hotel general,hotel,explicit
نوصي بشدة بهذا الفندق!,الفندق,hotel general,hotel,explicit
نظيف للغاية وحديث وموقع مثالي أحببت فندق بيرسيو تمامًا!,NULL,NULL,hotel,implicit
لقد فوجئت عندما رأيت أن تصنيف AAA لهذا الفندق فندق، إلى جانب العديد من الفنادق الأخرى في نيو أورليانز، كان 3 نجوم فقط.,فندق,hotel quality,hotel,explicit
الموظفين يبذلون قصارى جهدهم ليكونوا مفيدين.,الموظفين,service general,hotel,explicit
هذا الفندق لا يتطابق مع الصور المعروضة على موقع الفندق.,الفندق,hotel miscellaneous,hotel,explicit
برشلونة هي مدينة كبيرة تعاني من مشاكل المدينة الكبيرة ولكن معاملة الموظفين وقرب الفندق من المناطق غير المرغوب فيها في برشلونة يعني أنه يجب تجنب هذا الفندق.,الموظفين | الفندق,service general | hotel general,hotel,explicit | explicit
أوصي بشدة بهذا الفندق للأزواج الشباب والمجموعات.,الفندق,hotel general,hotel,explicit
لقد كان هادئًا جدًا ولم تكن لدينا أي شكاوى.,NULL,rooms comfort,hotel,implicit
من الصحيح أن بعض المرافق يمكن أن تستفيد من صيانة أفضل (على سبيل المثال، السباكة)، ولكن بالنسبة للسعر، سأعود إلى تريتون مرة أخرى في لمح البصر.,المرافق,facilities general,hotel,explicit
طراز رائع، مريح  غرفة)، حمام جميل غرفة مع دش حقيقي - ليس من السهل العثور عليه في أوروبا,غرفة | غرفة | حمام,rooms design_features | rooms comfort | rooms design_features,hotel,explicit | explicit | explicit
تقع محطة الترام بالقرب من الفندق، كما توجد خدمة القافز في القناة.,NULL,service general,hotel,implicit
تجربة مؤلمة لقد حضرت معرض الهدايا في بوسطن وأقمت في هيلتون من 31 مارس إلى 5 أبريل 2005.,هيلتون,hotel general,hotel,explicit
مكان رائع للتواجد فيه,NULL,NULL,hotel,implicit
كان الطعام  في جميع المطاعم رائعًا ونظيفًا دائمًا ومرتبًا بشكل جيد للغاية,الطعام | الطعام | الطعام,food_drinks quality | food_drinks quality | food_drinks quality,hotel,explicit | explicit | explicit
لقد قامت بترقيتنا إلى غرفة زاوية رائعة، تواجه الميناء ومنحتنا إمكانية الوصول المجاني إلى غرفة الضيافة في الجناح التنفيذي.,غرفة الضيافة في الجناح التنفيذي | NULL,rooms prices | service general,hotel,explicit | implicit
عار حقيقي .,NULL,hotel general,hotel,implicit
لقد تحدثنا بالفعل عن العودة في عيد الفصح 09 ونأمل أن نبقى في فندق ناديا.,فندق ناديا,hotel general,hotel,explicit
كان الموظفون  ممتازين، وكانت الغرفة: مجهزة تجهيزًا جيدًا,كان الموظفون  | الغرفة,service general | rooms general,hotel,explicit | explicit
ممتاز عقار هذا عقار أعلى من المتوسط بكثير.,عقار | عقار,hotel general | hotel general,hotel,explicit | explicit
نظيف وجديد غرف، هادئ، لطيف موظفين وقريب من المطار.,غرف | غرف | موظفين | NULL | غرف,rooms cleanliness | rooms quality | service general | location general | rooms comfort,hotel,explicit | explicit | explicit | implicit | explicit
يستخدم الفندق الكثير من موظفي الخطوط الجوية وكان مكتب المعلومات مفيدًا للغاية في الحصول على الخرائط ومعلومات مشاهدة المعالم السياحية.,مكتب المعلومات,service general,hotel,explicit
لقد قمت مؤخرًا أنا وزوجتي بالإقامة في فندق حياة لمدة 4 ليالي.,NULL,NULL,hotel,implicit
سوف نعود بالتأكيد مرة أخرى.,NULL,NULL,hotel,implicit
لم يكن بإمكاني أن أطلب فندقًا أفضل من سوفيتيل.,سوفيتيل,hotel general,hotel,explicit
الغرفة المنزلية، مع صريرها وصراخها وتسرباتها .. كانت تحتوي على ثلاجة وموقد.,الغرفة | NULL,rooms comfort | room_amenities design_features,hotel,explicit | implicit
قاعدة رائعة الموقع لاستكشاف أمستردام.,الموقع,location general,hotel,explicit
الهاتف لم يعمل في الغرفة.,NULL,NULL,hotel,implicit
لقد حظيت عائلتنا المكونة من 4 أفراد  بالغين و2 طفل بتجربة إجازة ممتازة.,NULL,hotel general,hotel,implicit
يبدو أن موقف الموظفين يزداد سوءًا في كل مرة.,NULL,service general,hotel,implicit
سوف أبقى هنا دائمًا في المستقبل!,NULL,hotel general,hotel,implicit
الأفضل !  !,NULL,hotel general,hotel,implicit
لقد أحببنا أنا وزوجي هذا الفندق.,الفندق,hotel general,hotel,explicit
نصائح الخبراء حول أماكن تناول الطعام في بوسطن والتي كانت مناسبة تمامًا لطلباتنا وكانوا سعداء بإجراء الحجوزات لنا وإدخالنا إلى أماكن مزدحمة خلال أسبوع المطاعم في بوسطن.,NULL,service general,hotel,implicit
هناك شكوتين صغيرتين فقط - لقد حصلنا على غرفة صغيرة جدًا غرفة والأسعار المذكورة على موقعهم على الإنترنت لا تشمل ضريبة السلع والخدمات، وهي ضريبة بنسبة 10٪ يجب على الجميع دفعها.,غرفة | NULL,rooms design_features | hotel prices,hotel,explicit | implicit
الإفطار رائع.,الإفطار,food_drinks quality,hotel,explicit
