sentence,aspect,category,domain,type
لقد كان هذا حتى الآن هو الأسهل في الإعداد والاستخدام.,الإعداد,LAPTOP#USABILITY,laptop,explicit
- الأداء قوي للاستخدام Chromebook.,Chromebook,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
إنه رائع الكمبيوتر .,الكمبيوتر,LAPTOP#GENERAL,laptop,explicit
إنه يعمل بشكل جيد حقًا.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
إنه ليس بناء عظيم .,NULL,LAPTOP#DESIGN_FEATURES,laptop,implicit
هذا Chromebook مذهل، لم أواجه أي مشاكل معه حتى الآن واستخدمته على نطاق واسع خلال الفصل الدراسي.,Chromebook,LAPTOP#GENERAL,laptop,explicit
لن أوصي به .,NULL,LAPTOP#GENERAL,laptop,implicit
أقوم بتشغيله وألاحظ بسرعة أن الشاشة تبدو وكأنها 720 بكسل (أو شيء قريب) ولكن ما أحتاجه لهذا الشيء هو القيام به.,الشاشة,DISPLAY#OPERATION_PERFORMANCE,laptop,explicit
أستخدمه للبث باستخدام جهاز Elgato ولا يفوتك أي شيء.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
إنه بلاستيك رخيص وبصراحة، لوحة المفاتيح سيئة حقًا.,NULL | لوحة المفاتيح,LAPTOP#DESIGN_FEATURES | KEYBOARD#GENERAL,laptop,implicit | explicit
بعد قراءة الكثير من المراجعات هنا، لم أكن متأكدًا بشأن الكمبيوتر المحمول.,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
Mac Pro سريع جدًا أيضًا، ولم أواجه عجلة قوس قزح إلا مرة أو مرتين عندما كنت على موقع ويب لا يستجيب.,Mac Pro,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
- عمر البطارية قصير بعض الشيء بعد بعض الألعاب,عمر البطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
التصنيع يبدو غير موثوق به.,التصنيع,LAPTOP#QUALITY,laptop,explicit
لقد حصلت على بديل وحدة وكان لديه نفس المشكلة.,وحدة,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
يمكنك النقر بزر الماوس الأيمن باستخدام إصبعين للنقر على لوحة التتبع في نفس الوقت (أو إصبعين على لوحة اللمس، واستخدام أحدهما للضغط لأسفل / النقر فوق لوحة اللمس).,لوحة اللمس,HARDWARE#GENERAL,laptop,explicit
الردود في الأسئلة الشائعة خاطئة، هذا الجهاز لا يحتوي على 16 جيجا بايت من ذاكرة الوصول العشوائي، وكنت على وشك أن أعطيه نجمة واحدة لهذا السبب.,الردود,SUPPORT#GENERAL,laptop,explicit
بالنسبة لي، هذا Chromebook ذو قيمة كبيرة.,Chromebook,LAPTOP#GENERAL,laptop,explicit
في الجهاز الذي تلقيته، كان من الصعب الضغط على لوحة التتبع ويبدو أنها تحتك بغطاء مسند راحة اليد.,لوحة التتبع,KEYBOARD#DESIGN_FEATURES,laptop,explicit
يتعين عليك زيادة التباين وتقليل الشفافية في خيارات إمكانية الوصول لجعلها تعمل بشكل جيد، ولكن مع ui تبدو مثل s * * *.,ui,SOFTWARE#DESIGN_FEATURES,laptop,explicit
دعم Google Play هو مجرد كلام.,دعم Google Play,SUPPORT#QUALITY,laptop,explicit
إنه صامد بشكل جيد.,NULL,LAPTOP#PORTABILITY,laptop,implicit
من الواضح أن هذه هي التجربة الأكثر إحباطًا التي مررت بها على الإطلاق أثناء التسوق عبر الإنترنت.,NULL,LAPTOP#GENERAL,laptop,implicit
لقد اتصلت دعم ASUS مرتين حتى الآن، ومع ذلك، لم يتمكنوا من تقديم حل لمشكلة الفيديو المتقطع.,دعم ASUS,SUPPORT#GENERAL,laptop,explicit
لقد امتلكت هذا الكمبيوتر منذ ما يقرب من عام وأنا أحبه.,الكمبيوتر,LAPTOP#GENERAL,laptop,explicit
يبدو البلاستيك قويًا، والمفاتيح لا تلتصق*، ولوحة الماوس مريحة.,البلاستيك | المفاتيح | لوحة الماوس,LAPTOP#QUALITY | KEYBOARD#QUALITY | KEYBOARD#DESIGN_FEATURES,laptop,explicit | explicit | explicit
إنه الحل الأفضل الذي استخدمته للتعاون ضمن الميزانية.,NULL,LAPTOP#PRICE,laptop,implicit
ملحوظة: لم أواجه أي مشاكل مع شاشة اللمس على الإطلاق.,شاشة اللمس,DISPLAY#QUALITY,laptop,explicit
ضع في اعتبارك أنه يتعين عليك دفع مبلغ 200 دولار مقابل MS Office حيث أن Google Docs مجاني.,Google Docs,SOFTWARE#PRICE,laptop,explicit
عمر البطارية (حتى الآن) مطابق تمامًا للوصف واستمر معي لمدة 8 ساعات من الاستخدام المستمر.,عمر البطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
كنت أستخدمه وبدأت الشاشة  في الوميض ثم أصبحت باهتة تمامًا.,NULL,DISPLAY#OPERATION_PERFORMANCE,laptop,implicit
بعد 3 أسابيع من استخدام هذا المنتج flip، أنا سعيد جدًا بأدائه وتصميمه.,flip | flip,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit
هذا هو من بين أفضل أجهزة الكمبيوتر المحمولة التي اشتريتها على الإطلاق.,أجهزة الكمبيوتر المحمولة,LAPTOP#GENERAL,laptop,explicit
بخلاف ذلك فهو كل ما تخيلته وأكثر.,NULL,LAPTOP#GENERAL,laptop,implicit
يتجاوز هذا كمبيوتر محمول توقعاتي لجهاز كمبيوتر محمول متوسط السعر.,كمبيوتر محمول,LAPTOP#GENERAL,laptop,explicit
جيد جودة الصوت,جودة الصوت,MULTIMEDIA_DEVICES#QUALITY,laptop,explicit
هذا Chromebook يعمل كالحلم.,Chromebook,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
إنه بالضبط كما أردته,NULL,LAPTOP#GENERAL,laptop,implicit
إنه يتميز بتصميم عالي الجودة مما يجعله يبدو وكأنه كمبيوتر محمول أكثر تكلفة بكثير والأداء مثالي لأولئك الذين يستخدمون Chromebook للحوسبة اليومية والترفيه.,الأداء,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
يعمل بشكل جيد .,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
أقوم بتشغيله بدقة 2500 × 1400 الدقة وهي رقيقة للغاية وخفيفة الوزن.,الدقة | الدقة,DISPLAY#DESIGN_FEATURES | DISPLAY#DESIGN_FEATURES,laptop,explicit | explicit
أتمنى أن تكون الشاشة  قادرة على زيادة السطوع بمقدار نقرة واحدة أو اثنتين وتقليل السطوع بمقدار نقرة واحدة عند أدنى إعداد.,NULL,DISPLAY#DESIGN_FEATURES,laptop,implicit
لا تشتري هذا الكمبيوتر المحمول .,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
كنت أقوم بتثبيت تحديث وأصبح الكمبيوتر أسود اللون.,الكمبيوتر,LAPTOP#USABILITY,laptop,explicit
لذلك قررت استخدام بعض أموال عيد الميلاد الخاصة بي لشراء هذا الشيء، وحتى الآن كان رائعًا جدًا!,NULL,LAPTOP#GENERAL,laptop,implicit
أحاول القيام بدورات جامعية عبر الإنترنت باستخدامها، لكنها تعلق في أرض نيفر نيفر الحميمة لعدم الاستجابة.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
ثم في الليلة (29 أبريل) قالت لي ابنتي أنه لا يتم الشحن.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
في اليوم التالي أثناء مقطع فيديو تجمد واستمر في تكرار قسم واحد أثناء تجمده، ثم تجمد وأحدث صوت خدش عالي ومروع.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
أعتقد حقا أنها خردة.,NULL,LAPTOP#GENERAL,laptop,implicit
لوحة المفاتيح قابلة للنقر، ولديها قدر مناسب من السفر، وهي مضاءة من الخلف.,لوحة المفاتيح | لوحة المفاتيح,KEYBOARD#DESIGN_FEATURES | KEYBOARD#DESIGN_FEATURES,laptop,explicit | explicit
لقد عملت بشكل جميل وسلس.,NULL | NULL,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE,laptop,implicit | implicit
لقد كنت أستخدم أجهزة Chromebook من سامسونج لمدة 5 سنوات، وأصبح من الصعب شحن جهازي 2012 Chromebook، ولكن ربما كان ذلك بسبب سقوطه عدة مرات، وما زال يعمل بشكل رائع، ولكن من الصعب شحنه.,2012 Chromebook,LAPTOP#GENERAL,laptop,explicit
بالتأكيد، كان الجيل السابق أفضل بلا شك، ولكن أجد هذا الكمبيوتر مناسبًا لاحتياجاتي الآن (على الرغم من أنه أمر مخيب للآمال أنني لا أستطيع ترقية ذاكرة الوصول العشوائي، مما يحد بالتأكيد من عمر هذا المنتج).,الكمبيوتر,LAPTOP#GENERAL,laptop,explicit
إنه شعور لطيف للغاية وأنا أيضًا أحب حقًا مفاتيح الإضاءة الخلفية في الظلام.,NULL | مفاتيح الإضاءة الخلفية,LAPTOP#GENERAL | KEYBOARD#GENERAL,laptop,implicit | explicit
حوالي نصف تطبيقات أتمتة المنزل الخاصة بي لا تعمل أيضًا.,تطبيقات أتمتة المنزل,SOFTWARE#OPERATION_PERFORMANCE,laptop,explicit
يصبح الصوت مكبرات الصوت مرتفعًا جدًا، ولكنها تبدأ في إصدار صوت سيئ جدًا عند رفع مستوى الصوت قليلاً إلى ما يزيد عن نصف مستوى الصوت.,مكبرات الصوت | مكبرات الصوت,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE | MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,laptop,explicit | explicit
asus ضربت كل النغمات الصحيحة في هذا الأمر.,asus,COMPANY#GENERAL,laptop,explicit
سريع الشحن أيضًا!,الشحن,SHIPPING#QUALITY,laptop,explicit
صغير عظيم كمبيوتر .,كمبيوتر | كمبيوتر,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,explicit | explicit
يعتبر mbp 13 `` محمولًا جدًا.,NULL,LAPTOP#PORTABILITY,laptop,implicit
لقد وجدت أن شاشة اللمس مفيدة جدًا.,شاشة اللمس,DISPLAY#USABILITY,laptop,explicit
- لوحة مفاتيح ذات إضاءة خلفية هادئة للغاية (مثالية للكتابة في الفصل الدراسي أو الاستخدام في المكتبة),لوحة مفاتيح ذات إضاءة خلفية | لوحة مفاتيح ذات إضاءة خلفية,KEYBOARD#GENERAL | KEYBOARD#GENERAL,laptop,explicit | explicit
لا أحتاج إلى لوحة مفاتيح ذات إضاءة خلفية.,لوحة مفاتيح ذات إضاءة خلفية,KEYBOARD#DESIGN_FEATURES,laptop,explicit
سيكون من الجميل أيضًا أن يكون كل من الأمام والخلف كاميرات.,كاميرات,MULTIMEDIA_DEVICES#GENERAL,laptop,explicit
يبدو وكأنه كمبيوتر محمول احترافي ولكن بشكل عام احصل على هذا الكمبيوتر المحمول ولن تندم على ذلك، ولا توجد أي سلبية بشأنه,NULL,LAPTOP#GENERAL,laptop,implicit
إنه يعمل بشكل جيد، ولكن الشيء الوحيد الذي لا يعجبني فيه هو أنه يجعل من الصعب للغاية العثور على الأشياء التي أبحث عنها.,NULL | NULL,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#USABILITY,laptop,implicit | implicit
مكبرات الصوت بشكل عام ليست جيدة جدًا.,مكبرات الصوت,MULTIMEDIA_DEVICES#GENERAL,laptop,explicit
ومع ذلك، لم أشعر بخيبة أمل مع البطارية.,البطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
سريع الشحن .,الشحن,SHIPPING#OPERATION_PERFORMANCE,laptop,explicit
هناك سلبيتان أشعر بخيبة أمل بشأنهما وهما عمر البطارية ولوحة المفاتيح الرديئة.,عمر البطارية | عمر البطارية | لوحة المفاتيح الرديئة | لوحة المفاتيح الرديئة,BATTERY#OPERATION_PERFORMANCE | BATTERY#OPERATION_PERFORMANCE | KEYBOARD#GENERAL | KEYBOARD#GENERAL,laptop,explicit | explicit | explicit | explicit
1، bloatware من الجحيم و 2، رخيص جدًا 5400 دورة في الدقيقة hdd.,bloatware | 5400 دورة في الدقيقة hdd | 5400 دورة في الدقيقة hdd,SOFTWARE#GENERAL | HARD_DISC#PRICE | HARD_DISC#PRICE,laptop,explicit | explicit | explicit
لقد بدأت بهذه النقاط الخمس الأولى لسبب واحد: أن تكون قادرًا على شراء جهاز Chromebook عالي الأداء مع هيكل من الألومنيوم، وشاشة IPS بدقة 1080 بكسل، وذاكرة وصول عشوائي (RAM) سعة 4 جيجابايت، ومساحة تخزين محلية تبلغ 32 جيجابايت، ومعالج Intel رباعي النواة مقابل 299 دولارًا هو في الأساس ما يطلبه مجتمع ChromeOS بالكامل على مدار السنوات القليلة الماضية.,NULL,LAPTOP#MISCELLANEOUS,laptop,implicit
مستقر، طويل عمر البطارية، وممتاز البناء.,عمر البطارية | عمر البطارية | البناء,BATTERY#QUALITY | BATTERY#QUALITY | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit | explicit
إذا قمت بشراء هذا المنتج ، فابدأ فيه بتوقعات واقعية والصبر حتى تتعرف على الإعدادات، ومن المحتمل أنك ستحبه أيضًا!,المنتج,LAPTOP#GENERAL,laptop,explicit
هذا هو أول كمبيوتر محمول امتلكته وأستمتع به كثيرًا لدرجة أنني أستخدمه عندما لا أعمل أيضًا.,كمبيوتر محمول,LAPTOP#USABILITY,laptop,explicit
منتج رائع، بإطار من الألومنيوم، شاشة تعمل باللمس، وشاشة عالية الدقة تعريف؛ لا يمكنك التغلب على هذا.,منتج | شاشة تعمل باللمس | تعريف | شاشة تعمل باللمس,LAPTOP#GENERAL | LAPTOP#GENERAL | DISPLAY#GENERAL | DISPLAY#GENERAL,laptop,explicit | explicit | explicit | explicit
بالإضافة إلى ذلك، في الوقت القصير الذي استخدمت فيه الجهاز، أدركت مدى كراهيتي لوجود بصمات الأصابع على شاشة الكمبيوتر الخاص بي.,بصمات الأصابع,Out_Of_Scope#GENERAL,laptop,explicit
بشكل عام، فهو يعمل بشكل جيد وسهل الاستخدام.,NULL | NULL,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#USABILITY,laptop,implicit | implicit
في اليوم الأول، كنت أستخدمه لمدة ساعتين تقريبًا ثم أغلق بشكل عشوائي.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
* الشاشة  أكثر من كافية بالنسبة لي، على الرغم من أنني لم أستخدمها خارجيًا كثيرًا بعد.,NULL,DISPLAY#USABILITY,laptop,implicit
بعد تشغيله وتسجيل الدخول إلى حسابي في Google، ظهرت لي رسالة خطأ عند محاولة تشغيل Chrome.,Chrome,SOFTWARE#GENERAL,laptop,explicit
الشاشة مرضية بشكل ممتع مع اللمس الشاشة وقابلية الطي.,الشاشة | الشاشة,DISPLAY#DESIGN_FEATURES | DISPLAY#DESIGN_FEATURES,laptop,explicit | explicit
- البناء من الألومنيوم قوي ومتين دون الشعور بالرخيصة.,البناء من الألومنيوم | البناء من الألومنيوم | البناء من الألومنيوم,LAPTOP#QUALITY | LAPTOP#QUALITY | LAPTOP#QUALITY,laptop,explicit | explicit | explicit
هذه وحدة هي حل وسط رائع بين القوة وحدة المعالجة المركزية و وحدة معالجة الرسومات مع عمر بطارية جيد .,وحدة المعالجة المركزية | وحدة معالجة الرسومات | وحدة | NULL,CPU#OPERATION_PERFORMANCE | GRAPHICS#OPERATION_PERFORMANCE | LAPTOP#GENERAL | BATTERY#GENERAL,laptop,explicit | explicit | explicit | implicit
لوحة المفاتيح جميلة جدًا بالنسبة لي.,لوحة المفاتيح,KEYBOARD#GENERAL,laptop,explicit
يتم تشغيله في ثوانٍ، وأحصل على حوالي 10 ساعات من البطارية.,يتم تشغيله | البطارية,OS#OPERATION_PERFORMANCE | BATTERY#OPERATION_PERFORMANCE,laptop,explicit | explicit
أعتقد أن هذا منتج MSI سيكون جزءًا من عملي لفترة طويلة.,منتج MSI,LAPTOP#GENERAL,laptop,explicit
مصمم بشكل جيد، وملاءمة وتشطيب لطيفين، وجودة البناء تبدو استثنائية.,NULL | NULL | جودة البناء,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES | LAPTOP#QUALITY,laptop,implicit | implicit | explicit
الشاشة واضحة ومشرقة.,الشاشة | الشاشة,DISPLAY#QUALITY | DISPLAY#QUALITY,laptop,explicit | explicit
أحبها !,NULL,LAPTOP#GENERAL,laptop,implicit
أعطال متعددة النظام.,النظام,OS#OPERATION_PERFORMANCE,laptop,explicit
عندما يعمل فإنه يعمل بشكل رائع.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
لقد أحببت كل شيء عن هذا Chromebook حتى توقف عن الشحن بعد شهرين من وضعه، ظل الضوء يومض باللون الأخضر.,Chromebook | Chromebook,LAPTOP#GENERAL | POWER_SUPPLY#GENERAL,laptop,explicit | explicit
في الغالب، ليس لديك قدر كبير من الحرية لإجراء أي تغييرات كبيرة على الإعدادات.,NULL,SOFTWARE#DESIGN_FEATURES,laptop,implicit
مقابل 250 دولارًا، يمكنني التحكم في جهاز الكمبيوتر الخاص بي الذي يبلغ سعره 3000 دولار كمبيوتر من أي مكان.,كمبيوتر,LAPTOP#PORTABILITY,laptop,explicit
أستطيع الاستمتاع بالإمكانات الحقيقية لهذا الكمبيوتر المحمول.,الكمبيوتر المحمول,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
يبدو صوت hdd أشبه بالكشط على الصفيح وليس الفولاذ الناعم.,hdd,HARD_DISC#QUALITY,laptop,explicit
لوحة التتبع ذات اللمس القسري تعمل بشكل رائع.,لوحة التتبع ذات اللمس القسري,HARDWARE#GENERAL,laptop,explicit
حسنًا عمر البطارية، 4 أو 5 ساعات من الاستخدام المستمر، ولكنني لست بعيدًا عن القابس الكهربائي أبدًا، لذا لا توجد مشكلة كبيرة حقًا.,عمر البطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
تصاميمهم مصنوعة للهواتف وعلى هذه الشاشة الضخمة، يتم خفقانها.,تصاميمهم,SOFTWARE#DESIGN_FEATURES,laptop,explicit
هذا الكمبيوتر المحمول هو أول مرة أستخدم فيها تقنية Intel Optane وبعد ذلك لا يمكنني أن أوصي به.,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
رقيق، خفيف، بارد هو ما أشعر به عندما أحمله وأتجول به.,NULL | NULL | NULL,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES,laptop,implicit | implicit | implicit
سامسونج تم إرجاع الجهاز لاستبدال الشاشة.,سامسونج,SUPPORT#OPERATION_PERFORMANCE,laptop,explicit
جودة الصورة يبدو .,جودة الصورة,DISPLAY#DESIGN_FEATURES,laptop,explicit
لدي Intel Core i7، سريع جدًا!,Intel Core i7,CPU#OPERATION_PERFORMANCE,laptop,explicit
اشتريت هذا لطفلي البالغ من العمر عشر سنوات للمدرسة والإبداع.,NULL,LAPTOP#GENERAL,laptop,implicit
القرص الصلب بطيء بالتأكيد.,القرص الصلب,HARD_DISC#OPERATION_PERFORMANCE,laptop,explicit
لكن الآن أدركت أن التصميم معيب.,التصميم,LAPTOP#DESIGN_FEATURES,laptop,explicit
بالنسبة للسعر، فهو جهاز قوي كمبيوتر محمول.,كمبيوتر محمول,LAPTOP#PRICE,laptop,explicit
أنا أحب هذا الكمبيوتر المحمول!,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
هناك بعض المهام الأساسية جدًا التي يمكن لهذا الكمبيوتر القيام بها.,الكمبيوتر,LAPTOP#GENERAL,laptop,explicit
بعض التطبيقات لا تعمل بشكل جيد حتى الآن، ولكن ينبغي أن تعمل بشكل جيد مع مرور الوقت.,بعض التطبيقات,SOFTWARE#OPERATION_PERFORMANCE,laptop,explicit
إنه سريع وسهل الاستخدام للغاية إذا كنت على دراية بـ Google Drive.,NULL,LAPTOP#USABILITY,laptop,implicit
الطراز الجديد pro خفيف الوزن للغاية وصغير الحجم، ويمكن حمله بسهولة معك كل يوم.,pro | pro | pro,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES | LAPTOP#PORTABILITY,laptop,explicit | explicit | explicit
تبدأ التطبيقات بسرعة كبيرة، الرسومات تكون أكثر استجابة وقدرة عندما لا تتم مشاركتها مع ChromeOS، وهناك عدد من الطرق التي يمكنك من خلالها تعديل واجهة المستخدم / تجربة المستخدم حسب رغبتك.,الرسومات | الرسومات,GRAPHICS#USABILITY | GRAPHICS#USABILITY,laptop,explicit | explicit
جيد شاشة .,شاشة,DISPLAY#GENERAL,laptop,explicit
ومع ذلك، فإن البلوتوث هو كابوس.,البلوتوث,PORTS#GENERAL,laptop,explicit
لقد وجدت أن لوحة التتبع الكبيرة  سريعة الاستجابة ودقيقة.,لوحة التتبع | لوحة التتبع,HARDWARE#OPERATION_PERFORMANCE | HARDWARE#OPERATION_PERFORMANCE,laptop,explicit | explicit
asus chromebook flip 302 يناسب الفاتورة.,asus chromebook flip 302,LAPTOP#DESIGN_FEATURES,laptop,explicit
لم أجرب خدمة العملاء لذلك لا يوجد تعليق، ولكن هذا سعر جيد أقل من 400 دولار آلة.,آلة,LAPTOP#PRICE,laptop,explicit
لا تشتريه مثلي، فأنا من محبي سامسونج.,NULL,LAPTOP#GENERAL,laptop,implicit
لقد كنت سعيدًا بهذا الشراء.,NULL,LAPTOP#GENERAL,laptop,implicit
* * تحديث - لذلك قمت بإغلاق وفتح هذا الكمبيوتر المحمول مرة أخرى، والفعل البسيط المتمثل في وضعه في وضع السكون وإيقاظه، كالمعتاد، تسبب في حدوث مشكلة.,الكمبيوتر المحمول,LAPTOP#QUALITY,laptop,explicit
الشيء الذي جعلني أرجعه هو لوحة التتبع .,لوحة التتبع,KEYBOARD#GENERAL,laptop,explicit
لم أواجه سوى مشاكل مع جهاز MacBook الخاص بي عند الاتصال بشبكة Wi-Fi منذ البداية.,جهاز MacBook,LAPTOP#CONNECTIVITY,laptop,explicit
مع مدى نحافة هذا الشيء، لا أرى حقًا حاجة إلى خط MacBook Air.,NULL,LAPTOP#DESIGN_FEATURES,laptop,implicit
سعر مبالغ فيه وجودة منخفضة المنتج .,المنتج | المنتج,LAPTOP#PRICE | LAPTOP#QUALITY,laptop,explicit | explicit
تم استخدام جهاز الكمبيوتر الخاص بي في المتوسط بضع ساعات يوميًا.,جهاز الكمبيوتر,LAPTOP#GENERAL,laptop,explicit
لوحة المفاتيح على هذا الشيء هو الجزء المفضل لدي من الكمبيوتر.,لوحة المفاتيح | الكمبيوتر,KEYBOARD#GENERAL | LAPTOP#GENERAL,laptop,explicit | explicit
الانطباع العام: هذا قاتل كمبيوتر محمول لصفقة قاتلة!,كمبيوتر محمول | كمبيوتر محمول,LAPTOP#GENERAL | LAPTOP#PRICE,laptop,explicit | explicit
لقد قمت بتحديثه إلى High Sierra وهو يعمل بسلاسة حتى الآن.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
أوه وهذا جميل آلة و الغطاء مذهل.,آلة | الغطاء,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit
لوحة اللمس صعبة وخرقاء.,لوحة اللمس | لوحة اللمس,HARDWARE#OPERATION_PERFORMANCE | HARDWARE#OPERATION_PERFORMANCE,laptop,explicit | explicit
لقد اشتريت اثنين، توقف أحدهما عن العمل بعد 9 أشهر، وتم إرساله للإصلاح ولم يعد على الفور بنفس المشكلة.,NULL,LAPTOP#QUALITY,laptop,implicit
على الرغم من أنه قد يكون بطيئًا بعض الشيء في بعض الأحيان، إلا أنه يعمل بشكل رائع بشكل عام، ويمكنه تشغيل معظم الألعاب الشهيرة بمعدل إطارات في الثانية لائق على الإعدادات المتوسطة.,NULL | NULL,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,implicit | implicit
سأنتظر بعض الوقت حتى يحصل هذا الجهاز على 4 - 5 نجوم.,الجهاز,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
ويبدو أن أمازون تعاني من نقص في العرض لأن الاستبدال الخاص بي غير متوقع حتى ما بين 11 يناير إلى 5 فبراير!,أمازون,SUPPORT#GENERAL,laptop,explicit
بشكل عام، كنت راضيًا للغاية حتى الآن عن هذا الشراء وأستمتع بشرائي غير المتطور للغاية.,NULL | NULL,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,implicit | implicit
فهو لديه ويفعل كل ما ينبغي عليه فعله.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
هذا هو بسهولة أفضل لوحة التتبع التي استخدمتها على الإطلاق.,لوحة التتبع,KEYBOARD#GENERAL,laptop,explicit
إنه خفيف الوزن ويتناسب بسهولة في حقيبة اليد أو حقيبة الظهر.,NULL,LAPTOP#DESIGN_FEATURES,laptop,implicit
هذا يفعل بالضبط ما أحتاجه، الكتابة على مستندات جوجل.,NULL,LAPTOP#USABILITY,laptop,implicit
مع وحدة المعالجة المركزية و 4 جيجابايت الذاكرة يمكنني تشغيل عشرات علامات التبويب المفتوحة أو أكثر بأداء جيد.,وحدة المعالجة المركزية | وحدة المعالجة المركزية | الذاكرة | الذاكرة,CPU#OPERATION_PERFORMANCE | CPU#OPERATION_PERFORMANCE | MEMORY#OPERATION_PERFORMANCE | MEMORY#OPERATION_PERFORMANCE,laptop,explicit | explicit | explicit | explicit
أنا أحب هذا الشيء.,NULL,LAPTOP#GENERAL,laptop,implicit
موقع الدعم غير كفء .,موقع الدعم,SUPPORT#GENERAL,laptop,explicit
الشاشة جيدة، وشريحة الرسوميات كافية لأعمالي المكتبية وتصفح الإنترنت وبث الفيديو، لا أفكر في اللعبة التي يمكنها تشغيلها، لن أتوقع أن شريحة الرسوميات من Intel يمكنها فعل الكثير، إذا كنت تريد جهاز كمبيوتر محمولًا للألعاب، فابحث عن طراز مزود بـ ( شريحة رسوميات) مستقلة، إذا كنت تريد جهاز كمبيوتر محمولًا رخيصًا ولكن يمكنك تشغيل لعبة كمبيوتر، يجب أن تستيقظ من الحلم.,الشاشة | شريحة الرسوميات,DISPLAY#GENERAL | GRAPHICS#OPERATION_PERFORMANCE,laptop,explicit | explicit
رائع خدمة العملاء .,خدمة العملاء,SUPPORT#GENERAL,laptop,explicit
msi يجب أن تخجل من طرح منتجات تعلم أنها تحتوي على مشكلات دون أي نية لتصحيح المشكلة أثناء مرحلة البناء والاختبار.,msi | منتجات,COMPANY#GENERAL | LAPTOP#GENERAL,laptop,explicit | explicit
لن يتم الشحن.,NULL,BATTERY#OPERATION_PERFORMANCE,laptop,implicit
أعطيها 4 نجوم لأنني أعتقد أن هذه الأجهزة مثالية للبالغين الذين يريدون فقط تصفح الإنترنت أو مشاهدة Netflix.,الأجهزة,LAPTOP#GENERAL,laptop,explicit
إنه خفيف الوزن، ويتمتع بعمر بطارية طويل عمر بطارية وعلى الرغم من أنه أصغر من الكمبيوتر المحمول القياسي، إلا أن لوحة المفاتيح سهلة الاستخدام.,عمر بطارية | NULL | لوحة المفاتيح,BATTERY#QUALITY | LAPTOP#DESIGN_FEATURES | KEYBOARD#GENERAL,laptop,explicit | implicit | explicit
التطبيقات تفتح على الفور وأداء ac wifi لطيف للغاية.,التطبيقات | ac wifi,SOFTWARE#OPERATION_PERFORMANCE | PORTS#OPERATION_PERFORMANCE,laptop,explicit | explicit
لقد عمل بشكل جيد عندما كان لدي.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
لقد كنت متحمسًا جدًا لشراء asus chromebook، واشتريت بعضًا منها لأحفادي.,asus chromebook,LAPTOP#GENERAL,laptop,explicit
تعدد المهام جيد جدًا.,تعدد المهام,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
الكمبيوتر المحمول خفيف الوزن جدًا.,الكمبيوتر المحمول,LAPTOP#DESIGN_FEATURES,laptop,explicit
