sentence,aspect,category,domain,type
‎شكراً جزيلاً .,NULL,NULL,coursera,implicit
‎رائعحقًابالطبعفيكلمكان.,بالطبع,course general,coursera,explicit
‎ينبغيتوضيحذلكمسبقًافيوصفالدورة.,الدورة,course general,coursera,explicit
‎أحبالإرشاداتالتيقدمهاالمدرب.,المدرب,faculty general,coursera,explicit
‎ممتازدورةلفهمالدراساتوالسياساتالمتعلقةبالإرهابوأصولهوسبلفهمه.,دورة,course general,coursera,explicit
‎منالمؤكدأنهمعوجودكتابمدرسيمجانيلإصدارأقدم،فهذهمشكلةبسيطةحتىالآنفيالسلسلة.,كتاب مدرسي,course general,coursera,explicit
‎جيددورة.,دورة,course general,coursera,explicit
‎الموضوعمثيرللاهتمام،تمعرضالدورةالمحتوىبشكلواضح،والمحاضراتمفيدة.,الدورة | المحتوى | المحاضرات,course general | presentation quality | presentation quality,coursera,explicit | explicit | explicit
‎بالنسبة لي، أظهر لي أن الشركات متشابهة أكثر مما نعتقد.,NULL,course general,coursera,implicit
‎كانت أغلب الدروس مجرد نسخة من كتاب ستوكس.,NULL,course general,coursera,implicit
‎لقد صادفت مؤخرًا منذ 7 إلى 8 أشهر وقمت بالتسجيل على الفور.,NULL,NULL,coursera,implicit
‎كما أن ردود أفعال زملائك في الفصل تجعلك ترى أشياء لم تكن تلاحظها من قبل.,NULL,NULL,coursera,implicit
‎أناحقاأحبكيفأنكلفيديوهونظرةمتعمقةعلىمثالمحددوأنهيخبركبمايجبتجاهلهومتى.,فيديو,presentation quality,coursera,explicit
‎أعتقدأنالدورةيجبأنتضيففيديولشرحالمزيدمنالتفاصيلحولبعضالمفاهيمكمتغيرات.كانتالعديدمنمشكلاتيتأتيمنشكوكعميقةكانتلديحولهذاالأمر.ربماشرحالمتغيراتعلىالأجهزةوالمتغيراتكمؤشرات.,فيديو,presentation quantity,coursera,explicit
‎لقد وجدت أن الفصل تم تدريسه بشكل جيد وكنت أتطلع إلى المشاركة في كل أسبوع من الفصل.,الفصل,course general,coursera,explicit
‎لقد زودني هذا الدورة بالأدوات والمنهجية التي أحتاجها لكي أكون أكثر استراتيجية وتركيزًا في إدارة مسيرتي المهنية.,الدورة,course relatability,coursera,explicit
‎مثل الاعتبارات المالية الحقيقية في الأسواق المتقدمة والناشئة، والأداء الفرعي في المرحلة المبكرة وإعادة الهيكلة وكذلك إعادة التمويل.,NULL,NULL,coursera,implicit
‎هناكمهمةواحدةفقطواجبفيالنهاية،لذاعليكأنتمربثلاثةأسابيعقبلأنيُطلبمنككتابةالتعليماتالبرمجية(يبدوأنهذاخطأكبيرفيأيدورةبرمجة).,واجب,assignments quantity,coursera,explicit
‎لقدكانهذارائعافئة.,فئة,course general,coursera,explicit
‎لقدوجدتأنالأستاذلامعوذوبصيرة.,الأستاذ,faculty general,coursera,explicit
‎إنها البداية المثالية للمبتدئين تمامًا.,NULL,course general,coursera,implicit
‎لقدأعجبنيحقًاكيفتتزايدوتيرةالمهامفيالتعقيدبوتيرةلطيفةللغاية.,المهام,assignments quality,coursera,explicit
‎لقد استمتعت بهذه الدورة .,NULL,course general,coursera,implicit
‎واحدةمنأفضلالدوراتالتيأخذتهاحتىالآن.,الدورات,course general,coursera,explicit
‎التعييناتطلبتصويركأوتصويرك،ولايوجدأيإخلاءمسؤوليةعنحمايةصوركأوخصوصيتك.,التعيينات,assignments quality,coursera,explicit
‎استخدم المنتديات ونشر الاستفسارات - حيث يجيب الزملاء وكذلك الموظفون.,NULL,NULL,coursera,implicit
‎شكرًالـالأساتذةالذينجعلواهذهالدورةممكنةوخاصةًلـدكتوربينجالذيكانعلىاستعدادلقضاءبعضالوقتمعناوجهاًلوجهعبرالفيديو.,الأساتذة | دكتور بينج,faculty general | faculty general,coursera,explicit | explicit
‎بفضلباربأوكليوتيريسيجنوفسكي،لقدأصبحتممعلمينيالمفضلين.,بارب أوكلي | تيري سيجنوفسكي,faculty general | faculty general,coursera,explicit | explicit
‎أولاً وقبل كل شيء، كان لدى المدرب مجموعة جيدة جداً من المواد والمعدات.,المدرب | المواد والمعدات,faculty general | material quality,coursera,explicit | explicit
‎عار على جامعة ميريلاند، كوليدج بارك.,NULL,NULL,coursera,implicit
‎لقداستمتعتبالمحتوىوالواجباتالمنزلية.,الواجبات المنزلية,assignments quality,coursera,explicit
‎سوف نشارك هذه الملاحظات على نطاق واسع.,NULL,NULL,coursera,implicit
‎إنهيستحقتمامًاالوقتالذيقضيتهفيمتابعةهذهالدورة.,دورة,course value,coursera,explicit
‎أتمنى أن يقدم المزيد من الدورات .,NULL,NULL,coursera,implicit
‎أود أن أشجع مدرسي الدورة على إلقاء نظرة على دورة التعلم الآلي بجامعة واشنطن.,NULL,NULL,coursera,implicit
‎كانأسبوعالبرمجةالديناميكيةأكثرصعوبةإلىحدمامنالأسابيعالأخرى،ولكنأعتقدأنهيمكنعلاجذلكمنخلالالمزيدمنالتصوراتأثناءالمحاضرات.,المحاضرات | NULL,presentation quality | course comprehensiveness,coursera,explicit | implicit
‎دكتورتشارلزطرقالتدريسفعالةجدًا.,دكتور تشارلز,faculty general,coursera,explicit
‎أجد صعوبة في رؤية الصلة.,NULL,presentation relatability,coursera,implicit
‎وفيهذاالصدد،شعرتأنالدورةبدأتتتجهأكثرنحوالطلاببدلاًمنالبالغينالعاملين.,دورة,course general,coursera,explicit
‎شكرا لك على كل الاستعارات الرائعة والذكية التي ساعدتني على تصور بعض المشاكل.,NULL,NULL,coursera,implicit
‎يالهمنأستاذعظيم!,أستاذ,faculty general,coursera,explicit
‎لقد تعلمت منه الكثير لأعلم نفسي وأولادي أيضًا.,NULL,course general,coursera,implicit
‎بشكلعام،أنالاأستمتعبهذاالدورة-بشكلأساسيلأنهصعبللغاية.,الدورة,course general,coursera,explicit
‎في النهاية، سوف تشعر بالسعادة عند تعلم الحوسبة.,NULL,course general,coursera,implicit
‎الدكتور هير، جامعة ديوك وكورسيرا.,NULL,NULL,coursera,implicit
‎كانت المفردات التي تم تغطيتها محدودة للغاية، ولم يركز الدورة حقًا على القواعد النحوية، لذلك لا يجب أن تتوقع أن تكون قادرًا على تكوين جملك الخاصة بعد أخذ هذه الدورة .,NULL | الدورة | الدورة,polarity negative | course general | course quality,coursera,implicit | explicit | explicit
‎من فضلك، قم بدراسة أعمال آرون ألستون قبل اختراع كلمات أخرى) .,NULL,NULL,coursera,implicit
‎علاوة على ذلك، أشعر كما لو أنه من محبي البيتلز حقًا مثلي.,NULL,course general,coursera,implicit
‎لقد انتهيت من الدورة واشتريت كتابين للمدرس لإحياء هذه المادة.,الدورة,course general,coursera,explicit
‎هذهالدورةدورةلاتعلمPythonفحسب،بلتعلمأيضًاكيفيةالبرمجة.,دورة,course general,coursera,explicit
‎شكرًا لك .,NULL,NULL,coursera,implicit
‎استمتعت كثيرًا بالمحاضرتين اللتين تضمنتا تفسيرات واضحة لجوانب مختلفة من البنية السياسية والعسكرية والاجتماعية اليونانية والاختلافات بين الدول المختلفة.,المحاضرتين | المحاضرتين,presentation quality | presentation quality,coursera,explicit | explicit
‎لقد نجحت .,NULL,NULL,coursera,implicit
‎ممتازدورة.,دورة,course general,coursera,explicit
‎أعتقد أنك بحاجة إلى Pr.,NULL,NULL,coursera,implicit
‎محبط من هذه الفئة .,NULL,course general,coursera,implicit
‎شكرًا لـ Coursera على جلب هذا التخصص الرائع إلى حياتي.,NULL,NULL,coursera,implicit
‎فهو مليء بالطرق الرائعة لحل المشكلات التي أطبقها في العمل.,NULL,NULL,coursera,implicit
‎أتمنى أن يكون هناك المزيد من التبصر في الفرص المتاحة لريادة الأعمال الاجتماعية. من الصعب العثور على مجموعة ومنصة للمناقشة.,NULL,NULL,coursera,implicit
‎هذاهوالإبداعدورة.,دورة,course general,coursera,explicit
‎نحن نخلق عادات جديدة في عائلتنا.,NULL,NULL,coursera,implicit
"‎عندما أستخدم تقنية ""بومودورو"" فإنها تساعدني في إنهاء الأعمال التي كنت أؤجلها لبعض الوقت.",NULL,NULL,coursera,implicit
‎سأستمر في الدورة التالية، دعنا نرى كيف ستسير الأمور.,NULL,NULL,coursera,implicit
‎شكرًالكالسيدجورجسيدل!,السيد جورج سيدل,faculty general,coursera,explicit
‎لذا قمت بفحص كل المواقع المفتوحة والتي كانت مخيبة للآمال للغاية.,NULL,NULL,coursera,implicit
‎وأستطيع أيضًا قضاء ساعات في النظر إلى الصور المختارة من الدورة...,NULL,NULL,coursera,implicit
‎رائع ! ! !,NULL,NULL,coursera,implicit
‎لقد وجدت هذه الدورة لابنتي البالغة من العمر 12 عامًا.,NULL,NULL,coursera,implicit
‎2 .,NULL,NULL,coursera,implicit
‎هذهبالتأكيدهيالدورةالمفضلةلديالدورةعلىCourseraوفيأيمكانآخرعلىالإنترنت!,الدورة,course general,coursera,explicit
‎إنها حقا فئة للمبتدئين الحقيقية.,NULL,course general,coursera,implicit
‎علىوجهالخصوصفوجئتبالجودةالمنخفضةلـالمادة.,المادة,material quality,coursera,explicit
‎ممتاز !,NULL,course general,coursera,implicit
‎بالنسبةلي،سيكونمنالمفيدأكثرإذاقامالمعلمونأوالمرشدونبإعطاءملاحظاتهمالخاصةفيمهمةالأسبوعالرابع-النمذجةالأولية.,المعلمون أو المرشدون,faculty response,coursera,explicit
‎وقدقدمالمحاضرالسيدتيمرافجاردنالفكرةالأساسيةالتيأحتاجها.,السيد تيم رافجاردن,faculty general,coursera,explicit
‎جداول المحور ؟ الوظائف ؟,NULL,NULL,coursera,implicit
‎واحدةمنأكثرالدوراتالمفيدةالتيمررتبهاعلىالإطلاق...,الدورات,course quality,coursera,explicit
‎لقد وجدت أنه من المثير للاهتمام للغاية كيف تطورت الكلاب من الذئاب وكيف أصبح ذلك واضحًا في الكلاب اليوم.,NULL,NULL,coursera,implicit
‎أعتقد أنني أستطيع أن أتعلم بنجاح أشياء لم أكن أعتقد أبدًا أنني أستطيع تعلمها!,NULL,course general,coursera,implicit
‎شكراجزيلالكمعلىجعلهذهالمادةمتاحة.,المادة,material quality,coursera,explicit
‎فيحينأنحماسالبروفيسوركاولوشغفهبالتمويلملهم،إلاأنمحاضراتهليستمفيدةتمامًاعندمايحينوقتمواجهةالمهام.,NULL | البروفيسور كاول,presentation relatability | faculty general,coursera,implicit | explicit
‎ومعذلك،كانتالدورةجيدةبالطبعمنإحدىأفضلمدارسإدارةالأعمالفيالعالم.,بالطبع,course general,coursera,explicit
‎شكرا لك على جمعها معًا :-),NULL,NULL,coursera,implicit
‎القائمةقراءاتاختياريةمفيدةفيالحصولعلىفهمأعمق.,قراءات اختيارية,material comprehensiveness,coursera,explicit
‎أعتقدأنهذامقدمةجيدةجدًالـالبرمجةالوظيفية.,البرمجة الوظيفية,material quality,coursera,explicit
‎لقدأعجبنيتنسيقفيديوقصير،فهوجذابوأسهلفيجدولةحياتنا.,فيديو قصير | فيديو قصير | فيديو قصير,presentation quality | presentation workload | presentation quality,coursera,explicit | explicit | explicit
‎علاوة على ذلك، إذا كنت تتابع السلسلة الكاملة من الدورات التدريبية، فستكون قد اكتسبت مهارة جيدة في تحليل الضغوط.,NULL,course general,coursera,implicit
‎لقد علمني هذا الدورة الكثير وأنا الآن في طريقي لتعلم Python المتقدم.,الدورة,course general,coursera,explicit
‎أنا لست كسولًا لقراءة الترجمة، لا.. ولكنها أيضًا، من وقت لآخر، تعمل بشكل غير صحيح وليس من الممكن على الإطلاق فهم المعلومات.,NULL,NULL,coursera,implicit
‎هذا لا يطلب الكثير .,NULL,NULL,coursera,implicit
‎الأسابيع الثلاثة الأولى كانت تافهة تماما.,NULL,course general,coursera,implicit
‎لقداستمتعتحقًابالمحاضراتالمختصرةوالشاملةمحاضراتمندكتوروايتطوالالدورة.,دكتور وايت | محاضرات,faculty general | presentation quality,coursera,explicit | explicit
‎كانت القراءات الإضافية منعشة حقًا، وأود أن أتعلم المزيد عن الجمع بين العلاج / استخدام اثنين أو أكثر من المضادات الحيوية والإجراءات الأخرى للقضاء على الالتهابات المزمنة.,NULL,course general,coursera,implicit
‎محتوىالدورةوالواجباتجيدانجدًافيتغطيةأساسياتكيفيةالتعاملمعالبياناتفيبايثون،لقدتعلمتالكثيرمماأستطيعأنأرىنفسيأطبقهعمليًا.,محتوى الدورة | الواجبات,course general | assignments quality,coursera,explicit | explicit
‎يشرفنيتمامًاأنأكونمحظوظًابمايكفيلأخذمثلهذهالدورةالرائعةدورةحولشيءأناشغوفبهللغاية.,دورة,course general,coursera,explicit
‎الوتيرة جيدة .,NULL,course quality,coursera,implicit
‎شكراً جزيلاً !,NULL,NULL,coursera,implicit
‎بالتوفيق .,NULL,NULL,coursera,implicit
‎هذه الدورة رائعة!,الدورة,course general,coursera,explicit
‎كان أسلوب التدريس في الدورة السابقة أكثر متعة بالنسبة لي.,NULL,NULL,coursera,implicit
‎وأعتقد أيضًا أنه ينبغي تخصيص المزيد من الوقت لسندات المشاريع واستخدام الهياكل المشتقة لتأمين التدفقات النقدية ونسب العمل لدعم التمويل والمشاريع التنافسية.,NULL,course workload,coursera,implicit
‎ستتمكن من الغوص في ما يقرب من اثنتي عشرة نظرية تنظيمية وتعلم متى وكيف يمكنك تطبيقها كجزء من مجموعة أدوات الإدارة الخاصة بك.,NULL,course general,coursera,implicit
‎راضٍ جدًا عن هذا الدورة!,الدورة,course general,coursera,explicit
‎ولكن هذا لم يساهم في تحسين مهاراتي في البرمجة كثيرًا.,NULL,NULL,coursera,implicit
‎على الرغم من أنه يطلب 200 كلمة وأجد ذلك صعبًا لأنني معتاد على كتابة رواية صغيرة لكل إجابة، كما يمكنك أن تقول بوضوح من مراجعتي لهذه الدورة.,NULL,NULL,coursera,implicit
‎آمل أن أفعل الدورة القادمة.,NULL,NULL,coursera,implicit
‎كانت مهامنا بسيطة ولم أشعر بأي إثارة في القيام بها.,مهامنا | مهامنا,assignments quality | assignments quality,coursera,explicit | explicit
‎أود أن أرى بشكل أكثر وضوحًا هو أنه أثناء الدورة، يتم تحويل جميع أسعار الفائدة السنوية إلى أسعار شهرية فقط عن طريق القسمة على 12.,NULL,NULL,coursera,implicit
‎وبالمناسبةجاناهيالأفضلمحاضربينكلالذينرأيتهمعلىكورسيرا،حيةللغاية،منفتحة،متحمسةوتقدممعلوماتمنظمةومختصرة.,محاضر | NULL,faculty general | course general,coursera,explicit | implicit
‎لم يتم شرح المعلومات الهامة حول متى يتم تقليم البحث بشكل صحيح، لذا يجب الرجوع إلى مصادر إضافية.,NULL,NULL,coursera,implicit
‎شكرا لك مرة أخرى!,NULL,NULL,coursera,implicit
‎يقدم معلومات من القوانين الأساسية للوراثة لفهم مجال علم الأحياء التطوري وتسلسل الجينوم.,NULL,NULL,coursera,implicit
‎ميلونيهيمعلمةرائعة-فهيفيالواقعتجعلكتتمنىأنتكونالعروضالتقديميةأطولبكثيرمماهيعليه.,ميلوني,faculty general,coursera,explicit
‎فرصة عظيمة ويجب على أي شخص يدرس أو يعمل في مجال التعليم.,NULL,course general,coursera,implicit
‎تفاجأت وسعدت بجودتها (الكورية هي الوحيدة التي أستطيع أن أضمنها).,NULL,NULL,coursera,implicit
‎موصى به للغاية!,NULL,course general,coursera,implicit
‎سأقولأنهفيبعضالأحيانقديكونمنالصعبمتابعةالمحاضرينهيالمشكلةالوحيدةالتيواجهتهامعهذهالدورة.,المحاضرين,faculty comprehensiveness,coursera,explicit
‎هذه الدورة هي مقدمة مثيرة للاهتمام للغاية لنظرية علم الاجتماع الكلاسيكية.,الدورة,course quality,coursera,explicit
‎المحاضررتيبللغايةوغيرجذاب.,المحاضر,faculty comprehensiveness,coursera,explicit
‎في هذه الدورة، يصبح الطلاب أعضاءً في مجتمع تعليمي حيوي دائم التفاعل.,الدورة,course general,coursera,explicit
‎أتمنى أن يقوم بمتابعة هذا الأمر في التعلم العميق وما إلى ذلك.,NULL,NULL,coursera,implicit
‎جودةالمحتوىجيدةجدًا.,المحتوى,material quality,coursera,explicit
‎أحضر حساب التفاضل والتكامل المتعدد المتغيرات كدورة مفتوحة عبر الإنترنت عند الطلب!,NULL,NULL,coursera,implicit
‎أشعر بمسؤولية أكبر عن أفعالي كطالب علم نفس وتعزيز الأدوات في تحسين حياة الناس.,NULL,NULL,coursera,implicit
‎التصنيفيتمعلىشكلمراجعاتبينالأقران،وهوأمرلطيفلأنهيسمحلكبرؤيةكيفيةتعاملزملاؤكمعالمشكلة.,التصنيف,grades general,coursera,explicit
‎لقد أحرزت تقدماً في صناعة الألعاب كرجل جديد.,NULL,course general,coursera,implicit
‎شكرًامارغريتودينيسعلىتنظيمهذهالدورة.,مارغريت ودينيس,faculty general,coursera,explicit
‎دورة مفيدة ومنظمة بشكل جيد للغاية.,دورة | دورة,course quality | course relatability,coursera,explicit | explicit
‎يبدو أن تحصيل 79 دولارًا لهذه الدورة التدريبية يعتبر قيمة ضعيفة مقابل المال، وخاصة بالنسبة لطالب مثلي.,NULL,course value,coursera,implicit
‎لقد أعجبني حقيقة أنه كان هناك التركيز على تصحيح الأخطاء وتحسين أداء الخوارزميات.,NULL,course general,coursera,implicit
‎لذلك، بطبيعة الحال، أنا مدين له بالشكر الكبير.,NULL,faculty general,coursera,implicit
‎لاتزالدورةقويةجدًاومفيدةدورة.,دورة,course general,coursera,explicit
‎لميدخرالدكتورتشاكأيجهدفيجعلهذهالدورةالدورةمفهومةبشكلملحوظوسهلةالفهمللطلاب.,لم يدخر الدكتور تشاك أي جهد في جعل هذه الدورة  الدورة | الدورة | الدورة,faculty general | course comprehensiveness | course workload,coursera,explicit | explicit | explicit
‎نطاقالدورةمثيرللاهتمام،والهدفطموحوالهيكلجيد،ولكنالمحتوىوالاختباراتغالبًاماتكونخارجالموضوع.,الدورة | NULL | NULL | الاختبارات,course general | course comprehensiveness | course quality | assignments quality,coursera,explicit | implicit | implicit | explicit
‎استمتع بالدورة!,NULL,NULL,coursera,implicit
‎أنا منزعج حقًا من الاتجاه الذي تسلكه Coursera فيما يتعلق بالمحتوى المتميز.,NULL,NULL,coursera,implicit
‎على الرغم من أن لدي خبرة سابقة في حساب التفاضل والتكامل، إلا أن هذه الدورة ساعدتني في توضيح بعض الأساسيات وجعلتني أنظر إلى حساب التفاضل والتكامل من منظور مختلف تمامًا.,NULL,course comprehensiveness,coursera,implicit
‎رائعدورةلأيشخصجديدفيبرمجةالكمبيوترويريدتعلمبايثون.,دورة,course general,coursera,explicit
‎سوف تتعلم شيئًا جديدًا أو تتحسن في بعض المجالات.,NULL,course general,coursera,implicit
‎البرنامجمنظمبشكلجيدوالمحتوىمقارببعمقإلىحدما(معالأخذبعينالاعتبارالطبيعةالتمهيديةللدورة).,البرنامج | البرنامج,course quality | course quality,coursera,explicit | explicit
‎فيالمجمل،منالمؤسفأنالأستاذنجلايقدمتخصصًامماثلًا.,الأستاذ نج,faculty relatability,coursera,explicit
‎كاجل هنا أنا قادم!,NULL,NULL,coursera,implicit
‎يجب أن تشير الدورة بوضوح إلى أن المهمة تعمل فقط في بيئة Linux / UNIX، وتحتاج إلى اختبار البرامج النصية بشكل أكبر في أنظمة تشغيل Linux الأكثر شيوعًا، وإصدارات c ++ المختلفة، وإصدارات Python المختلفة.,المهمة,assignments relatability,coursera,explicit
‎أوصي بشدة بكتاب لغة وأدوات التحليل المالي للمدير التنفيذي الجديد والمدير التنفيذي الذي يشغل منصبًا لفترة طويلة ويتطلع إلى تحديث معارفه ومجموعة مهاراته لتنمية أعماله.,NULL,course general,coursera,implicit
‎بالإضافة إلى دروس الفيديو، يتم توفير ملاحظات المحاضرة والواجبات المنزلية أيضًا للتمرين الإضافي!,NULL,material quality,coursera,implicit
‎عظيممعلم.,معلم,faculty general,coursera,explicit
"‎لقد قمت بتسليم واجباتي في الوقت المحدد، ولكن حتى بعد مرور شهر ما زلت لا أجد زميلًا واحدًا أكمل مراجعتي، مما يؤخر ""إكمال"" مساقي.",NULL,grades general,coursera,implicit
‎علىالرغممنأنالكثيرمنالمحتوىيبدومنطقيًا،فمنالمحتملأنيكونمنالضروريبناءأساسمشتركهنالاحقًاالدوراتالتدريبية.,الدورات التدريبية,course general,coursera,explicit
‎مُلزم للغاية وعرضة للقوائم.,NULL,NULL,coursera,implicit
‎أشعر بمزيد من الثقة والاستعداد لمواصلة الدراسة وأخذ دورة TEFL الخاصة بي الآن بعد أخذ هذه الدورة.,NULL,course quality,coursera,implicit
‎آمل أن تستمر UVA في إنتاج فصول دراسية تركز على مجالات PP تلك.,NULL,NULL,coursera,implicit
‎ليس لدي بطاقة ائتمانية، هل هناك أي وسيلة أخرى للدفع، من فضلك,NULL,NULL,coursera,implicit
‎اختباررائع.,اختبار,assignments quality,coursera,explicit
‎هذهدورةدورةرائعةحقًا،لأنهامنظمةبطريقةتمكنالطلابمنالاستفادةمنهاحقًا،علىالرغممنأنهاتتطلبجهدًاكبيرًامقارنةبالدورات الدورة الأخرى.,دورة | NULL | دورة,course general | course quality | course general,coursera,explicit | implicit | explicit
‎نشكرك على جهودك المبذولة لإنشاء مجتمع أفضل.,NULL,course general,coursera,implicit
‎هذه الدورة مقدمة جيدة جدًا الدورة .,الدورة,course general,coursera,explicit
‎لم يأخذ مصمم الدورة في الاعتبار الجمهور مطلقًا، ولم يحدد أهداف هذه الدورة أبدًا.,مصمم الدورة | الدورة,course quality | course quality,coursera,explicit | explicit
‎شكرًا لك !,NULL,NULL,coursera,implicit
‎بعضهامقاطعتعليميةتبدووكأنهامأخوذةمناليوتيوبأومثلمقاطعالفيديوالترويجيةلمبادرةمعينة.,مقاطع تعليمية,material quality,coursera,explicit
‎كانالموظفونرائعينفيدعمهمواستجابتهم.,الموظفون | الموظفون,faculty general | faculty response,coursera,explicit | explicit
‎لطيفبالطبع!,بالطبع,course general,coursera,explicit
‎شكرًا لك .,NULL,NULL,coursera,implicit
‎أفضل ما رأيته في هذه المنطقة .,NULL,course general,coursera,implicit
‎هذه الدورة هي أفضل دورة عبر الإنترنت سمعتها حتى الآن في كورسيرا.,الدورة,course general,coursera,explicit
‎كما شارك هو وآخرون أيضًا بمعلومات مثيرة للاهتمام حول الأشخاص النشطين في الحركة.,NULL,faculty relatability,coursera,implicit
‎لقد كانت هذه واحدة من أفضل التجارب التعليمية التي مررت بها وحصلت على بعض درجات الدكتوراه وماجستير إدارة الأعمال.,NULL,course general,coursera,implicit
‎لقد تعلمت الكثير .,NULL,course general,coursera,implicit
‎قد تكون لدى كل منا فكرة ما، لكن طرحها في السوق هو التزام حقيقي ومثابرة.,NULL,NULL,coursera,implicit
‎إنه ليس مجانيًا (تحصل على ترخيص لمدة عام واحد) ويخفي جميع الإجراءات عن المستخدم.,NULL,course general,coursera,implicit
‎في بعض الأسابيع، كانت المحاضرتان طويلتين للغاية ومكثفتين بينما كانت المحاضرات الأخرى جافة بعض الشيء.,المحاضرات | المحاضرات,presentation workload | presentation quality,coursera,explicit | explicit
‎المحاضراتهيعبارةعنلمحةعامةموجزةجدًاللموضوعات،ولايتمتدريسأيشيءفعليًا.,المحاضرات,presentation comprehensiveness,coursera,explicit
‎مصطلحات غير صحيحة (,NULL,NULL,coursera,implicit
‎لقد اضطررت إلى البحث كثيرًا على جوجل لمعرفة كيفية القيام بالأشياء بنفسي.,NULL,NULL,coursera,implicit
‎بعض الأجزاء تحتاج إلى مزيد من التوضيح.,NULL,presentation comprehensiveness,coursera,implicit
‎أنا سعيد لأنني أخذت هذه الدورة أولاً.,NULL,NULL,coursera,implicit
‎لقدأعجبنيحقًاالدورة.,الدورة,course general,coursera,explicit
‎تمتجميعهذهالدورةالتدريبيةبالطبعبشكلجيدللغاية.,بالطبع,course quality,coursera,explicit
‎وإلا فهي فئة عظيمة.,NULL,course general,coursera,implicit
‎دورةرائعةحقادورةحولالبرمجةالوظيفية.,دورة,course general,coursera,explicit
‎طاقمالدورةسريعفيالردعلىأياستفسار.,طاقم الدورة,faculty response,coursera,explicit
‎لقداستمتعتبالدورةكثيرًا!,دورة,course general,coursera,explicit
‎رائعمحاضراتوشرحجيد،باستثناءمحاضرةواحدة(السادسة-ربماكنتأنا،لعدمفهمالموضوعبشكلصحيح).,محاضرات | محاضرات,presentation quality | presentation comprehensiveness,coursera,explicit | explicit
‎تمتصميمهذهالدورةالتدريبيةدورةبكفاءةعالية.,دورة,course quality,coursera,explicit
‎أناجديدفيمجالالبحثالنوعيوأستمتعبكلمحاضرةهنا.,محاضرة,presentation quality,coursera,explicit
‎باختصار،توفرهذهالدورةدورةأرضيةصلبةلتطويرالمهاراتفيمجالتطويرالويب،وأناأوصيبهابصدقلكلمنيهتمبهذاالمجال.,دورة,course relatability,coursera,explicit
"‎كنت أتوقع أن أرى المزيد عن تصميم ""المعلومات""، بمعنى تصميم الاتصالات، وتصميم البيانات، ونظرية الاتصالات وكيف يمكنك إزالة الغموض من التصميم (البصري، الصناعي، المحتوى أو أي تصميم آخر).",NULL,course general,coursera,implicit
"‎لمأتابعالدورةللحصولعلى""شهادة""بلللتعلموالحصولعلىردودالفعل.",دورة,faculty response,coursera,explicit
‎أتمنىفقطأنأتمكنمنقراءةالموادالإضافيةالموادأيضًا.,المواد,material quantity,coursera,explicit
‎لقد أحببت حقًا بساطتها ووجدتها بمثابة دعوة كتابة رائعة.,NULL,course quality,coursera,implicit
‎شكرًا لـ Coursera وجامعة ولاية أوهايو على تطوير هذه الدورة التدريبية المثيرة!,NULL,NULL,coursera,implicit
‎الجيدونالمعلمونيجعلونتجربةالتعلمسهلةوممتعة،والسيئونالمعلمونيجعلونهاأشبهبالتعذيب.,المعلمون,faculty general,coursera,explicit
‎وصفت البروفيسور باربرا أوكلي الأشياء باستخدام الوسائل البصرية.,البروفيسور باربرا أوكلي,faculty comprehensiveness,coursera,explicit
‎كانتطريقةالعرضممتازة.,العرض,presentation quality,coursera,explicit
‎يمكنكمعرفةمدىمسؤوليةالمعلمين(بمافيذلكجميعالأفرادالذينيشاركونفيصنعهذهالمحاضرة)!شكرالكمجميعامرةأخرى!!,المعلمين,faculty general,coursera,explicit
‎مدهشبالطبع!!,بالطبع,course general,coursera,explicit
‎على الرغم من أنه في الواقع مستوى مبتدئ للغاية دورة لتعليم مفاهيم البرمجة باستخدام بايثون، إلا أنه تم تنفيذه بشكل جيد للغاية.,دورة,course general,coursera,explicit
‎الدورة ممتعة جدًا ووفيرة، حتى أنني لا أستطيع التوقف عن الاستماع إلى الدروس بواحدة.,الدورة | الدورة,course general | course quality,coursera,explicit | explicit
‎هذه الدورة مفيدة بالتأكيد على العديد من المستويات.,الدورة,course general,coursera,explicit
‎حتى لو كانت وجهة نظر عامة فهي واضحة جداً.,NULL,course quality,coursera,implicit
‎أودأنأوصيبهذهالدورةالدورةلأيشخصمتحمسجدًالعلمالأحياءالسرطاني.,الدورة,course general,coursera,explicit
‎عملي للغاية ومثير للاهتمام وملهم ونصائح رائعة.,NULL | NULL,presentation quality | course general,coursera,implicit | implicit
‎يستجيبالمرشدينالودودينلأسئلتيبسرعةوبتفاصيل،ممايجعلنيأشعربالدعم.,المرشدين | المرشدين,faculty general | faculty response,coursera,explicit | explicit
"‎منالمؤكدأنهادورة""يجبأخذها""دورة.",دورة,course general,coursera,explicit
‎إنه يساعد!,NULL,NULL,coursera,implicit
‎كانالمشروعالنهائيأصعببكثيرمنالمادةالتيتمتدريسهافيالفصل،ومنالواضحأنالمشكلاتالمتعلقةبالدورة(علىسبيلالمثال،عدمتوفرملفالاختبارالنهائي)لميتمإصلاحهامنذالإصدارالأخيرمنالدورة.,المشروع النهائي | المادة,assignments comprehensiveness | material relatability,coursera,explicit | explicit
‎ممل جدًا جدًا .,NULL,course general,coursera,implicit
